Lactose,Whey central,Whey west,Whey east,NDPSR whey avg,CME whey avg,NDPSR NFDM,34p WPC,Nonfat west,Nonfat central east,Sweet cream buttermilk central,AA butter,Cheese 40 blocks,Cheese barrel,Delac
0.165,0.1838,0.22,0.2088,0.2096,0.2324314263078776,0.9320092021747387,0.5125,0.86,0.9613,0.825,1.1108,1.1135,1.1,0.3363
0.165,0.1775,0.21625,0.1925,0.1989,0.23689157901050384,0.9240365536502061,0.5125,0.86,0.92875,0.825,1.1167,1.133,1.101,0.3363
0.165,0.2625,0.2088,0.2575,0.3509,0.39,1.025951851412794,0.7475,1.0075,1.0325,1.075,1.13,1.145,1.1188,0.3875
0.1675,0.265,0.2125,0.2675,0.3509,0.39,1.025951851412794,0.7575,1.01,1.0325,1.075,1.1338,1.09,1.085,0.4
0.1675,0.27,0.2225,0.2688,0.3509,0.39,1.025951851412794,0.765,1.01,1.0325,1.075,1.2367,1.0705,1.065,0.4025
0.1675,0.27,0.2275,0.275,0.3509,0.39,1.025951851412794,0.7675,1.01,1.0325,1.075,1.2413,1.0869,1.08,0.4125
0.1675,0.27,0.2338,0.275,0.3509,0.39,1.025951851412794,0.77,1.01,1.0575,1.075,1.2958,1.111,1.092,0.4125
0.1675,0.27,0.2363,0.275,0.3509,0.39,1.025951851412794,0.78,1.01,1.0475,1.075,1.3308,1.101,1.13,0.4225
0.1675,0.2625,0.235,0.2763,0.3509,0.39,1.025951851412794,0.785,1.01,1.0475,1.075,1.3142,1.148,1.188,0.4225
0.1675,0.255,0.2325,0.27,0.3509,0.39,1.025951851412794,0.7875,1.01,1.0475,1.075,1.3533,1.219,1.222,0.4225
0.1675,0.25,0.2325,0.2638,0.3509,0.39,1.025951851412794,0.79,1.01,1.0475,1.075,1.4663,1.29,1.26,0.4225
0.1675,0.2475,0.23375,0.26,0.3509,0.39,1.025951851412794,0.79,1.01,1.025,1.075,1.505,1.28,1.2685,0.4225
0.1675,0.2425,0.23625,0.25375,0.3509,0.39,1.025951851412794,0.79,1.01,1.025,1.075,1.5008,1.318,1.285,0.4225
0.1675,0.2425,0.24,0.24875,0.3509,0.39,1.025951851412794,0.79,1.01,1.025,1.075,1.5183,1.312,1.271,0.4225
0.1675,0.2425,0.24,0.24875,0.3509,0.39,1.025951851412794,0.79,1.01,1.025,1.075,1.6133,1.328,1.2725,0.4225
0.1775,0.2425,0.245,0.24625,0.3509,0.39,1.025951851412794,0.79,1.01,1.025,1.075,1.6692,1.343,1.294,0.4225
0.1775,0.2475,0.2475,0.24625,0.3509,0.39,1.025951851412794,0.795,1.01,1.03,1.075,1.6833,1.3605,1.32,0.4225
0.1775,0.2475,0.25125,0.24625,0.3509,0.39,1.025951851412794,0.795,1.01,1.03,1.075,1.7063,1.3725,1.3319,0.4225
0.17875,0.2525,0.2525,0.255,0.3509,0.39,1.025951851412794,0.795,1.01,1.035,1.075,1.87,1.413,1.389,0.4225
0.17875,0.2525,0.2525,0.25875,0.3509,0.39,1.025951851412794,0.795,1.01,1.035,1.075,1.9633,1.4905,1.4735,0.4225
0.18125,0.2575,0.255,0.26125,0.3509,0.39,1.025951851412794,0.795,1.0125,1.0375,1.075,1.8283,1.5655,1.5465,0.4225
0.18125,0.26,0.25875,0.265,0.3509,0.39,1.025951851412794,0.795,1.0125,1.0375,1.075,1.8542,1.5945,1.5565,0.4225
0.1825,0.2675,0.26125,0.2675,0.3509,0.39,1.025951851412794,0.795,1.01125,1.0375,1.075,1.89,1.6075,1.563,0.4225
0.1875,0.27375,0.26375,0.2725,0.3509,0.39,1.025951851412794,0.795,1.01125,1.0375,1.075,1.91,1.6125,1.5705,0.4225
0.195,0.28,0.265,0.27875,0.3509,0.39,1.025951851412794,0.795,1.015,1.0375,1.075,1.9075,1.6363,1.6063,0.4225
0.1975,0.2875,0.2675,0.28625,0.3509,0.39,1.025951851412794,0.795,1.014,1.03875,1.075,1.9508,1.649,1.615,0.4225
0.1975,0.295,0.2675,0.29125,0.3509,0.39,1.025951851412794,0.795,1.0125,1.0388,1.075,1.9758,1.659,1.619,0.4225
0.1975,0.295,0.2675,0.2975,0.3509,0.39,1.025951851412794,0.795,1.0225,1.0388,1.075,2.0025,1.667,1.6275,0.4225
0.1975,0.295,0.26875,0.2975,10.769447617643241,-6.50685598313055,2.742776105983754,0.795,0.98875,1.0388,-1.3553520935450236,2.0067,1.6675,1.593,0.4225
0.2075,0.295,0.26875,0.2975,10.695041988517993,-6.446395356028894,2.713498190382218,0.795,0.9875,1.0125,-1.3571561982268823,1.965,1.67,1.6275,0.4225
0.2075,0.295,0.27,0.2975,10.557300535453619,-6.35809839439993,2.6806778576233374,0.795,0.955,1.0025,-1.339455812325065,1.82,1.67,1.631,0.4225
0.2075,0.295,0.27,0.2975,10.53659515712551,-6.342290768580141,2.6680576521183768,0.785,0.95,0.9925,-1.3438914016710068,1.8442,1.6695,1.6325,0.4225
0.2075,0.295,0.27,0.2975,10.569114732800047,-6.365749527839944,2.6663434506781836,0.785,0.94,0.9925,-1.3532524181047787,1.9517,1.67,1.6325,0.4225
0.2075,0.295,0.2738,0.2975,0.291,0.3392664107209641,0.9850333728047527,0.785,0.94,0.9675,1.152408614960215,1.9742,1.67,1.631,0.4225
0.2075,0.2938,0.2725,0.2975,0.291,0.3350856524975697,0.9886267699605052,0.78,0.945,0.9675,1.149659484109836,2.0067,1.68,1.6185,0.4225
0.2075,0.2938,0.2725,0.2975,0.291,0.3324291415405096,0.9898864662527538,0.78,0.945,0.9675,1.1464465022851678,2.0633,1.72,1.6395,0.4225
0.2075,0.29375,0.2725,0.2975,0.291,0.32872953457738663,0.987961731513555,0.78,0.94,0.9675,1.1436097503139684,2.1542,1.732,1.635,0.4225
0.2075,0.2938,0.2725,0.2975,0.288,0.335878204676604,0.9794537579997077,0.78,0.94,0.9675,1.148340089011922,2.2083,1.744,1.68,0.4225
0.2075,0.2938,0.2725,0.2975,0.289,0.3386246852985918,0.9753036841564612,0.78,0.94,0.9675,1.1517987328050885,2.21,1.72,1.68,0.4225
0.2075,0.2938,0.2725,0.2975,0.287,0.33449231404721513,0.9857673552091072,0.78,0.94,0.9925,1.1722635591991,2.1838,1.72,1.68,0.4225
0.2075,0.29375,0.2725,0.2975,0.288,0.3336872504016152,0.9886867515559594,0.78,0.94,0.99375,1.1723108396779778,2.1242,1.723,1.682,0.4225
0.2075,0.2938,0.2725,0.2975,0.288,0.3326894702159853,1.0055708783313402,0.78,0.945,0.9938,1.1691116891146174,1.8008,1.708,1.6465,0.4225
0.2175,0.2938,0.27375,0.2975,0.285,0.34074149419996846,1.0025519166445513,0.78,0.945,0.9938,1.1734845343929172,1.6467,1.612,1.5855,0.4225
0.2175,0.2925,0.2738,0.2975,0.282,0.338429837216488,1.0077670267133096,0.77375,0.945,0.9938,1.1796700158772402,1.4833,1.369,1.3435,0.4225
0.2175,0.29,0.2738,0.2975,0.284,0.3327254501198811,1.0131961701981014,0.77125,0.945,0.98875,1.175407982744305,1.3258,1.2355,1.205,0.4225
0.2175,0.2875,0.2738,0.29625,0.282,0.330879047562764,1.0116225702897959,0.755,0.945,0.985,1.169900402919994,1.2642,1.189,1.152,0.4225
0.2175,0.2875,0.2738,0.28625,0.284,0.32878039716982155,1.004088727798505,0.75125,0.9325,0.97625,1.1608612630443864,1.275,1.2175,1.178,0.4225
0.2175,0.2925,0.2738,0.29,0.275,0.3428093314273697,0.9891843548506557,0.75,0.9175,0.9625,1.1524031468273175,1.3183,1.2135,1.173,0.4225
0.2175,0.29625,0.2738,0.29125,0.2826666666666666,0.3392005816784177,0.9948972029045481,0.74875,0.9225,0.9625,1.14997687686586,1.3742,1.2435,1.17,0.4225
0.2175,0.2963,0.2738,0.2975,0.289,0.3360316173595096,0.9958736890508239,0.7488,0.9225,0.9625,1.1437726559369366,1.3788,1.3117,1.2325,0.4225
0.2175,0.2975,0.2738,0.2975,0.286,0.3454794824724474,0.989724087576925,0.7475,0.9225,0.9625,1.1481956390459351,1.3517,1.339,1.292,0.4225
0.2175,0.2975,0.27125,0.2975,0.288,0.3458882804291139,0.9876221027696576,0.73875,0.91875,0.9575,1.1450587639535459,1.2442,1.276,1.235,0.4225
0.2175,0.2975,0.2675,0.2975,0.29,0.35624166377693145,0.9692508813769304,0.71,0.9188,0.9575,1.1533246984934773,1.2392,1.216,1.241,0.4225
0.2175,0.2975,0.26125,0.2975,0.291,0.35267885937582877,0.9686028476101636,0.7,0.9188,0.9575,1.1500837780606825,1.3142,1.269,1.268,0.4225
0.195,0.1825,0.1975,0.185,-10.547090370644842,7.247742715562549,-0.7602464885399355,0.435,1.0075,1.02125,3.36018966096198,0.875,1.1675,1.1563,0.2875
0.2,0.1825,0.19625,0.185,-10.587301907218396,7.271632139824736,-0.768441342024086,0.435,1.0005,1.0187499999999998,3.363969270114319,0.875,1.176,1.15,0.2875
0.2,0.18,0.19375,0.1825,-10.439049738786224,7.170136440743199,-0.7446150519421363,0.435,1.0005,1.0274999999999999,3.3379734920534836,0.9367,1.115,1.1025,0.2875
0.2,0.18,0.19,0.17625,-10.426690358090786,7.1644370492784,-0.7470744015234664,0.435,1.0005,1.0125,3.325698622493156,0.9163,1.1138,1.1,0.2875
0.2,0.1775,0.185,0.17375,-10.417564669445348,7.154824328703737,-0.742754897917849,0.435,1.005,1.0099999999999998,3.3219168132947376,0.9,1.11,1.09,0.2875
0.2,0.1775,0.1825,0.17625,-10.397717211671798,7.141058061298375,-0.7402662837612312,0.44,1.005,1.00875,3.316565860629264,0.9575,1.11,1.0855,0.2875
0.2,0.175,0.17875,0.17625,-11.078299403131316,7.678394761977435,-1.025778532699606,0.44,1.005,0.5528124999999999,3.116225525475325,0.905,1.11,1.08,0.2875
0.2,0.175,0.17625,0.17625,-10.414300700011283,7.150324268569435,-0.7405442882073946,0.455,1.005,1.005,3.319921946360782,0.8933,1.108,1.096,0.2875
0.2,0.175,0.17375,0.17625,-10.369480649171416,7.1206495351542225,-0.7322054571768922,0.47,1.005,1.005,3.312146858255392,0.9363,1.1063,1.1,0.2875
0.2,0.175,0.17375,0.18,-10.377468913196223,7.124048633328674,-0.7306762300095065,0.4825,1.005,1.005,3.3132210691958357,0.9733,1.116,1.102,0.2875
0.2,0.175,0.17375,0.18,-10.35970273970333,7.109969431233138,-0.7224880765443614,0.5,1.005,1.005,3.3095687771178706,0.9817,1.118,1.097,0.2875
0.2,0.175,0.17375,0.18,-8.172231338584442,5.683420959233126,-0.3628614091190058,0.51,1.005,1.005,2.8188782597208575,0.98,1.115,1.0915,0.30125
0.2,0.175,0.17375,0.18,-8.108684106018051,5.641403336125462,-0.35121033399081714,0.53,1.005,1.005,2.8067140023391173,1.0392,1.1075,1.0925,0.30125
0.2,0.175,0.17375,0.18,-7.0771708535035955,4.965846614043228,-0.17882658897938364,0.55,1.005,1.005,2.575253533764833,1.1092,1.1125,1.088,0.3075
0.2,0.175,0.17375,0.18,-6.663854414557099,4.6942971015250325,-0.10583590272658416,0.565,1.005,1.0074999999999998,2.4849904179081883,1.1008,1.1105,1.0825,0.31
0.2,0.175,0.1725,0.18,-5.473070450538245,3.9176319738577954,0.09303854918478993,0.5775,1.005,1.0074999999999998,2.2189543520707846,1.0525,1.103,1.075,0.3175
0.2,0.175,0.171255,0.175,-5.4200630234078755,3.880513881451866,0.1093223608242262,0.6025,1.005,1.0074999999999998,2.2098369009766334,1.025,1.0975,1.0688,0.3175
0.2,0.175,0.171255,0.1775,-3.802841838638475,2.829824402758804,0.37038050286404955,0.6225,1.005,1.0074999999999998,1.850709787092217,1.0833,1.1005,1.1,0.3275
0.2,0.175,0.171255,0.1775,-3.749224584164896,2.795580247610476,0.37479112774050294,0.6225,1.005,1.0074999999999998,1.8393791618194633,1.1658,1.0925,1.1,0.3275
0.2,0.175,0.1713,0.18,-2.3564721014572623,1.88330467484254,0.6119324812591821,0.6575,1.005,1.0074999999999998,1.5268629217384375,1.195,1.107,1.0995,0.33625
0.2,0.175,0.1713,0.18,-2.2518062236802,1.8105810087916154,0.6340764063745319,0.68,1.005,1.01125,1.5066962667560229,1.2892,1.087,1.0725,0.33625
0.2,0.175,0.17125,0.1825,-1.6467789347583217,1.41309250239132,0.740036285650193,0.705,1.005,1.01125,1.3709623203888,1.3017,1.0895,1.065,0.34
0.2,0.1775,0.1725,0.185,-1.6628237553930703,1.4317820489462032,0.7314532108318847,0.7075,1.005,1.01125,1.3787554248487424,1.3275,1.1113,1.1131,0.34
0.195,0.18,0.1725,0.19625,-0.12788212274784394,0.4354896889144648,0.9841323860064024,0.7225,1.005,1.01125,1.0361850599347853,1.3392,1.129,1.132,0.35
0.195,0.185,0.1725,0.18625,1.3744020875435994,-0.5396996834434299,1.2382248717980917,0.7325,1.005,1.01125,0.7031541863140389,1.24,1.204,1.187,0.36
0.195,0.19,0.17375,0.19375,1.2480454979632678,-0.4515671896608623,1.2239943851773378,0.7425,1.005,1.013125,0.7343187205130923,1.1767,1.26,1.2275,0.36
0.1875,0.1925,0.175,0.19625,2.0826913629887094,-0.9927500096066438,1.3639922370400286,0.7575,1.005,1.0187499999999998,0.5558526787408558,1.1933,1.262,1.241,0.365
0.185,0.195,0.1775,0.19625,2.519568882873045,-1.2726932073335289,1.4347968968120877,0.7725,1.005,1.0187499999999998,0.46201128462366237,1.2267,1.2675,1.2625,0.3675
0.1775,0.1975,0.17875,0.2,5.35852531976664,-3.1232188494711943,1.9056464589581723,0.7825,1.005,1.0187499999999998,-0.1744852949707707,1.1858,1.219,1.1965,0.385
0.175,0.1975,0.18125,0.20125,5.741267861943989,-3.3759242965426823,1.9739961461816184,0.7825,1.005,1.02125,-0.2608778774568239,1.1483,1.2115,1.172,0.3875
0.175,0.1975,0.18375,0.20125,5.644877729973033,-3.3211580871412183,1.968140927033447,0.7825,1.005,1.023125,-0.24415604881709463,1.155,1.2635,1.173,0.3875
0.175,0.19375,0.18375,0.20125,5.829502991707362,-3.448423022449216,1.9976295434514317,0.7775,1.005,1.025625,-0.28676577842769735,1.1833,1.145,1.058,0.3875
0.175,0.1925,0.18375,0.20125,5.67791413953468,-3.3636144227588396,1.9868731678650322,0.77375,1.005,1.025625,-0.26298663360974617,1.195,1.2215,1.052,0.3875
0.17,0.19,0.18375,0.20125,5.5620872294767265,-3.2962103642829854,1.9747800638979442,0.7725,1.005,1.025625,-0.24134165518891093,1.1875,1.2815,1.082,0.3875
0.17,0.185,0.1838,0.1987,5.54373498590538,-3.279143902166264,1.9571585380141423,0.7625,1.005,1.02625,-0.2325096795074657,1.185,1.2875,1.162,0.3875
0.17,0.18,0.1838,0.19,5.567087495692825,-3.2996166365490325,1.9584105171303796,0.7625,1.005,1.02625,-0.23792314705935702,1.2033,1.293,1.1875,0.3875
0.17,0.18,0.1838,0.1875,5.505167921767216,-3.2537897006787038,1.9447116045191746,0.7625,1.005,1.02625,-0.22002218300923593,1.1463,1.3275,1.2525,0.3875
0.17,0.18,0.1838,0.19,5.86690272179397,-3.4568059535323625,1.962644294353861,0.7575,1.005,1.02625,-0.2785378757455139,1.1633,1.1319,1.271,0.3875
0.165,0.175,0.1838,0.19,5.509453973138781,-3.258661571534301,1.9378043735749513,0.7425,1.0075,1.03125,-0.2180131650581294,1.1917,1.3155,1.2715,0.3875
0.165,0.175,0.1838,0.1875,5.675266303761291,-3.371307648396356,1.9691632369344299,0.7425,1.0075,1.03125,-0.2570259949051579,1.1817,1.2175,1.1555,0.3875
0.165,0.175,0.1838,0.1875,5.873833486123912,-3.501705136283528,2.001476428765333,0.7375,1.0075,1.03125,-0.30192791128627006,1.1533,1.0855,1.0255,0.3875
0.165,0.175,0.1838,0.1875,5.9210328194160695,-3.5313532511886647,2.007280666013056,0.7325,1.0075,1.03125,-0.3121122068624147,1.1392,1.0505,0.9975,0.3875
0.165,0.18,0.1838,0.1875,5.973850733515471,-3.5564038534642544,2.012236955905547,0.7325,1.0075,1.03125,-0.3186995209010468,1.1433,1.0395,1.0,0.3875
0.165,0.1825,0.1838,0.18875,6.032215895179064,-3.589845652430662,2.0214993768595377,0.7325,1.0075,1.04125,-0.3202557335785534,1.1425,1.02,1.0,0.3875
0.165,0.1875,0.1838,0.19375,6.081938554975618,-3.6127052440326475,2.0239475938071956,0.7325,1.0075,1.04125,-0.32718088634236775,1.1967,1.008,1.0005,0.3875
0.165,0.19375,0.18625,0.19875,6.266946547355323,-3.7251902896188875,2.0384042795588107,0.7325,1.0075,1.04125,-0.3659399660462417,1.5808,1.008,1.004,0.3875
0.165,0.2,0.19125,0.2075,6.179974492655847,-3.6691653576740064,2.0273402841839365,0.7325,1.0075,1.04375,-0.35009230005219916,1.795,1.102,1.034,0.3875
0.165,0.215,0.19,0.21,6.294697016420321,-3.7155994347394055,2.035453343562579,0.7325,1.0075,1.0425,-0.3614239692286918,1.795,1.0833,1.0517,0.3875
0.165,0.225,0.195,0.2225,0.3509,0.39,1.025951851412794,0.7325,1.0075,1.044375,1.075,1.8325,1.0985,1.071,0.3875
0.165,0.2325,0.1975,0.23125,0.3509,0.39,1.025951851412794,0.7325,1.0075,1.045,1.075,1.7175,1.1025,1.091,0.3875
0.165,0.2425,0.2,0.2425,0.3509,0.39,1.025951851412794,0.735,1.0075,1.0474999999999999,1.075,1.25,1.109,1.102,0.3875
0.165,0.2525,0.20375,0.2475,0.3509,0.39,1.025951851412794,0.7475,1.0075,1.0474999999999999,1.075,1.1417,1.142,1.132,0.3875
0.1675,0.2375,0.235,0.23935,-2.349910331146141,1.9604065916890194,0.6709619857501163,0.5525,1.0975,1.15125,1.6600894396389836,1.43,1.9,1.7975,0.3425
0.1675,0.23,0.23,0.21875,-2.1646510812369737,1.8261301657047349,0.6797282623004747,0.54125,1.065,1.12,1.5863950912961022,1.43,1.7675,1.6615,0.3425
0.1675,0.2025,0.225,0.21,-2.8969757751040675,2.261333335271537,0.5529290918148086,0.525,1.05,1.10375,1.7157048426496782,1.43,1.6275,1.516,0.3375
0.1675,0.19,0.2175,0.2025,-3.9653780132690013,2.9510093945612943,0.3528399399306168,0.51,1.04,1.085,1.941278530775898,1.4275,1.28,1.255,0.3275
0.1675,0.185,0.2075,0.19375,-3.9543868905727892,2.934273757439648,0.35293317642038524,0.5,1.03,1.08125,1.9334162277324576,1.355,1.254,1.221,0.3275
0.1675,0.185,0.19875,0.185,-4.834356227940175,3.5102503429779803,0.19992911887082726,0.495,1.02,1.0575,2.1139955824994074,1.2825,1.292,1.251,0.3225
0.1675,0.185,0.195,0.185,-4.893791142330832,3.5524026371905197,0.18334205087489508,0.4925,1.015,1.055,2.12759665407621,1.2825,1.326,1.303,0.3225
0.1675,0.185,0.195,0.185,-4.896807273335543,3.554479087622955,0.17838666041086845,0.4925,1.015,1.04125,2.11580170932489,1.34,1.33,1.2913,0.3225
0.1675,0.185,0.195,0.185,-4.899256097999018,3.5583201094504178,0.17352097517900034,0.4925,1.015,1.033125,2.1104575330465765,1.3575,1.33,1.295,0.3225
0.1675,0.185,0.195,0.185,-4.902481457423724,3.559813176849179,0.17210927744439936,0.4925,1.0125,1.0325,2.1100195098413734,1.3625,1.33,1.293,0.3225
0.1675,0.185,0.195,0.185,-4.928258492474361,3.578643760913898,0.16424570891446785,0.48625,1.0125,1.025,2.109538780173105,1.345,1.33,1.292,0.3225
0.1675,0.185,0.1925,0.185,-4.997488294355495,3.626031508693603,0.1547107693770764,0.48625,1.01,1.0225,2.124612260890689,1.2,1.33,1.2995,0.3225
0.1675,0.185,0.19,0.1775,-5.020569759909817,3.6399700353075413,0.15456247843416332,0.48625,1.005,1.0225,2.1310547777673032,1.07,1.33,1.2985,0.3225
0.165,0.1825,0.185,0.175,-5.054425897746157,3.6610496768106615,0.154709164568837,0.48375,1.0125,1.02125,2.140175698489997,0.95,1.33,1.3038,0.3225
0.165,0.1825,0.1825,0.16875,-4.985807243051211,3.61394781819894,0.1589824948483232,0.4775,1.005,1.02125,2.12440775729045,1.055,1.33,1.302,0.3225
0.165,0.1775,0.1825,0.16875,-5.019223399958676,3.626965850896916,0.15260819198497128,0.4675,1.005,1.0175,2.122605807160429,1.09,1.33,1.285,0.3225
0.165,0.17375,0.18125,0.16875,-6.464861399876632,4.560973536384509,-0.0780725743681775,0.46,1.005,1.0175,2.441973552503146,1.0267,1.33,1.264,0.31375
0.165,0.17375,0.17625,0.16875,-6.427210114220317,4.537183456624539,-0.07105815091785328,0.46,1.005,1.0175,2.435668243316147,0.9733,1.298,1.237,0.31375
0.165,0.17375,0.17375,0.1625,-9.661633479335565,6.64511038651157,-0.6051787671778929,0.46,1.0,1.0162499999999999,3.163255418555113,1.0383,1.261,1.216,0.2925
0.165,0.1725,0.1725,0.1625,-10.367618872073018,7.1028207998614326,-0.7284653603347623,0.46,0.99,1.0162499999999999,3.3205901763595933,1.1183,1.221,1.189,0.2875
0.165,0.1725,0.17,0.1625,-10.28203606631718,7.04662334529307,-0.719647466519011,0.46,0.99,1.0162499999999999,3.3021944882522507,1.2483,1.209,1.18,0.2875
0.165,0.1725,0.16875,0.165,-10.28156645331047,7.04750532711887,-0.7259826251187097,0.46,0.995,1.0162499999999999,3.303001676853936,1.45,1.2645,1.2385,0.2875
0.1675,0.1725,0.1675,0.1675,-10.323643991446879,7.077769608625165,-0.7379682111258622,0.46,0.995,1.0162499999999999,3.313415979090498,1.5025,1.2969,1.2838,0.2875
0.1725,0.1725,0.1675,0.17125,-10.413624284777041,7.134137598999357,-0.7498047956397672,0.46,0.995,1.0162499999999999,3.3296983238252253,1.5017,1.3295,1.2935,0.2875
0.175,0.1725,0.1675,0.17125,-10.534413588501987,7.211141528066942,-0.7668625528690786,0.46,0.995,1.0162499999999999,3.354544162079891,1.5,1.397,1.343,0.2875
0.175,0.1725,0.16875,0.17375,-10.69495018620833,7.319229155231286,-0.7954516788712643,0.46,0.995,1.0162499999999999,3.391273796935154,1.4925,1.4845,1.442,0.2875
0.175,0.175,0.16875,0.18,-10.79734567797107,7.387810814200397,-0.8061495221079772,0.4575,0.995,1.0162499999999999,3.412712109517386,1.39,1.5005,1.4355,0.2875
0.175,0.175,0.17,0.18,-10.881816913892148,7.439539970668382,-0.8156610932636635,0.455,0.995,1.00875,3.4215696986346065,1.3513,1.5263,1.4263,0.2875
0.175,0.175,0.1725,0.18,-11.002089244764937,7.527381074289091,-0.8445135307636186,0.45,0.995,1.00875,3.4531495734357143,1.315,1.5905,1.5395,0.2875
0.18,0.1775,0.17375,0.18,-11.163272675073115,7.636602921226403,-0.86990316990977,0.4475,0.995,1.00875,3.4890133515571633,1.2733,1.6755,1.6145,0.2875
0.18,0.1775,0.17375,0.18375,-11.263001625836514,7.70198103583908,-0.8870439191043115,0.4475,1.0,1.01125,3.512956005605847,1.3842,1.7615,1.695,0.2875
0.185,0.185,0.17375,0.19125,-11.289632493709208,7.730170769476394,-0.8920673112668419,0.44375,1.005,1.0225,3.531509145712057,1.4692,1.8095,1.74,0.2875
0.1875,0.1925,0.175,0.195,-11.426581893327802,7.832656378336408,-0.9108172724414817,0.445,1.01,1.0325,3.5764337958705394,1.4142,1.903,1.8415,0.2875
0.1875,0.19625,0.175,0.19875,-11.236141408891248,7.7118288776028425,-0.8782772057933163,0.445,1.015,1.035,3.537532996416782,1.4692,1.8095,1.74,0.2875
0.19,0.2,0.1775,0.20875,-11.590905959055725,7.948689352138156,-0.9273679542873626,0.445,1.015,1.045,3.6239868286025936,1.3267,1.9655,1.882,0.2875
0.19,0.2025,0.17875,0.21,-11.267909859640369,7.726863613887976,-0.8605141468065617,0.445,1.015,1.0474999999999999,3.5462332042843996,1.3383,1.767,1.6115,0.2875
0.19,0.2025,0.1825,0.20875,-11.173621223237413,7.659924689614301,-0.8387400903126226,0.445,1.0175,1.0474999999999999,3.5211214890570246,1.35,1.7113,1.5263,0.2875
0.19,0.2025,0.18625,0.2025,-11.056161208400264,7.584632056423611,-0.8213140809124903,0.445,1.0175,1.0499999999999998,3.498729897708007,1.3442,1.6605,1.496,0.2875
0.19,0.2025,0.1875,0.20125,-10.854494915478568,7.467665962494047,-0.804681270129589,0.445,1.0175,1.0499999999999998,3.4640916361642584,1.3033,1.5435,1.4775,0.2875
0.19,0.2025,0.19125,0.2013,-10.78796128023228,7.425821845590155,-0.7931169136948061,0.445,1.0175,1.05125,3.4505228028482358,1.2333,1.482,1.43,0.2875
0.195,0.2,0.195,0.2013,-10.701349828510427,7.359530673081658,-0.7694226253376281,0.445,1.0175,1.05125,3.4232501444107704,1.1483,1.381,1.294,0.2875
0.195,0.19875,0.2,0.2013,-10.527813848988659,7.253169462556476,-0.7493919860279413,0.445,1.0175,1.05125,3.388515490971027,1.085,1.2565,1.231,0.2875
0.195,0.19,0.20125,0.1925,-10.610814207423184,7.297023770265796,-0.7624017478098998,0.445,1.0175,1.0462500000000001,3.3992192699535457,1.0233,1.284,1.2705,0.2875
0.195,0.1825,0.20125,0.19,-10.600454237362891,7.278023362761881,-0.7610676897374603,0.445,1.0175,1.0387499999999998,3.3843460080165104,1.0675,1.2635,1.238,0.2875
0.195,0.1825,0.20125,0.1925,-10.53976041041688,7.2265136043858424,-0.7390404972135777,0.445,1.0175,1.0387499999999998,3.362326594574738,1.0933,1.215,1.1193,0.2875
0.195,0.1775,0.20125,0.1775,-10.330994024297679,7.095554729454535,-0.7256555488689632,0.435,1.0125,1.03125,3.316290294233554,1.0983,1.117,1.1085,0.2875
0.195,0.18,0.20125,0.17875,-10.347934505919877,7.106632619456933,-0.723827242821422,0.435,1.01,1.03625,3.3234944179813035,1.065,1.122,1.0975,0.2875
0.195,0.18,0.2025,0.1788,-10.361553384619283,7.117554738381235,-0.722419116376659,0.435,1.0175,1.0350000000000001,3.326862361593245,1.01,1.12,1.0975,0.2875
0.195,0.18,0.2025,0.185,-10.447799407609978,7.1786098061761505,-0.7391956429505017,0.435,1.0175,1.02625,3.3397563928175305,0.9208,1.12,1.1075,0.2875
0.195,0.18125,0.2025,0.185,-10.491932530162158,7.209268151805774,-0.7458082045248392,0.435,1.0175,1.02625,3.3504211052120243,0.9067,1.147,1.132,0.2875
0.195,0.1825,0.2,0.18625,-10.562874483502604,7.259237947414689,-0.7649764415604244,0.435,1.0075,1.0225,3.3646012956907305,0.905,1.181,1.178,0.2875
0.195,0.1825,0.1975,0.18625,-10.500981129724916,7.219982622598185,-0.756100711170327,0.435,1.0075,1.0225,3.3524528484068568,0.8925,1.1438,1.15,0.2875
0.215,0.3325,0.29,0.32875,-0.44591598446993963,0.868903061509213,0.9222350948455648,0.6075,1.035,1.05625,1.1786827076215576,1.15,1.43,1.28,0.3525
0.215,0.3325,0.29,0.32875,-0.2576047902595433,0.7479804389858377,0.9519488833456512,0.6075,1.035,1.05625,1.1375761940655642,1.125,1.43,1.29,0.35375
0.2175,0.315,0.275,0.32375,-0.32432313012525116,0.7714822711983456,0.9355323241920307,0.6075,1.035,1.04375,1.1369013975843818,1.125,1.43,1.31,0.35375
0.2175,0.295,0.25,0.2875,-0.18051446763554413,0.6508588025313753,0.9544697274720578,0.6075,1.03,1.0455,1.109088348018458,1.145,1.43,1.36,0.35375
0.2175,0.255,0.23,0.2675,-0.17351331594974262,0.5911559575345667,0.9496137280840099,0.6075,1.03,1.0425,1.0883530798108914,1.34,1.43,1.4,0.35375
0.2175,0.245,0.22,0.2575,-0.14496018309140357,0.559819856656662,0.9524627442852239,0.6075,1.03,1.0425,1.0812704777519344,1.36,1.43,1.42,0.35375
0.2175,0.245,0.21375,0.2575,-0.10994092115857734,0.5371906087651175,0.9557278262587076,0.6075,1.03,1.0425,1.0755214343059563,1.41,1.43,1.4225,0.35375
0.2175,0.245,0.2125,0.2525,-0.08450266244624949,0.5200390423040575,0.9606233407070156,0.6075,1.03,1.0425,1.0710348666701122,1.4,1.43,1.4225,0.35375
