Lactose,Whey central,Whey west,Whey east,NDPSR whey avg,CME whey avg,NDPSR NFDM,34p WPC,Nonfat west,Nonfat central east,Sweet cream buttermilk central,AA butter,Cheese 40 blocks,Cheese barrel,Delac
0.28,0.265,0.28625,0.28875,0.2694,0.35376737209381803,0.8607251237410385,0.71125,0.88,0.87375,0.8,2.218,1.7655,1.822,0.36593272806084665
0.28,0.265,0.2975,0.28875,0.2825,0.34958808839680555,0.8584794552072977,0.71125,0.88,0.87375,0.82,2.243,1.796,1.877,0.37255837447615314
0.3,0.285,0.3,0.28875,0.2827,0.37563443171802413,0.8600902142927509,0.715,0.8825,0.875,0.82,2.2165,1.822,1.865,0.3699193710322557
0.31,0.295,0.3125,0.2975,0.2809,0.3842380331322529,0.8826829096869646,0.7175,0.9,0.895,0.82,2.09,1.7925,1.788,0.3656685983696213
0.31,0.295,0.32125,0.3,0.2926,0.3679734558012301,0.8955871007360786,0.72375,0.9,0.885,0.835,2.0725,1.696,1.6325,0.37355093469415124
0.32,0.305,0.32125,0.3175,0.2969,0.3798374192979993,0.9036192793184665,0.725,0.91,0.9,0.85,2.035,1.7075,1.6344,0.3733017000494392
0.3225,0.305,0.3225,0.3225,0.2973,0.3672387638382092,0.9264023270473841,0.7275,0.92,0.92,0.86,2.016,1.661,1.5295,0.37315011908671814
0.3225,0.305,0.32625,0.3275,0.306,0.36966875317090997,0.9296169843721435,0.73375,0.935,0.93,0.87,1.9835,1.5785,1.5025,0.36982223782821055
0.3225,0.31,0.32625,0.3275,0.3097,0.3768523215546121,0.9401300740768341,0.7375,0.955,0.945,0.855,1.9285,1.5365,1.481,0.3585819660235985
0.325,0.3125,0.335,0.345,0.3135,0.37972883681984404,0.9413636530528621,0.7425,0.95,0.945,0.87,1.8565,1.536,1.481,0.3643684274158434
0.345,0.33,0.355,0.3525,0.3083,0.4096460586853341,0.9338137578643,0.78,0.9325,0.93,0.87,1.796,1.528,1.465,0.36682720951314085
0.345,0.3275,0.355,0.3525,0.3252,0.3934503616623924,0.9383860401897052,0.78,0.9275,0.925,0.87,1.7635,1.653,1.567,0.37351028548653087
0.35,0.335,0.365,0.36625,0.3428,0.39608369665534066,0.9304800126334669,0.78,0.925,0.90875,0.8825,1.865,1.6635,1.565,0.3820155957116773
0.3525,0.345,0.37,0.38,0.3445,0.42035150713765346,0.9179466979236091,0.78,0.925,0.91,0.8825,1.884,1.831,1.7755,0.38196882035640134
0.3525,0.345,0.375,0.3775,0.3569,0.4057156986799161,0.9258072903197367,0.78,0.925,0.905,0.88125,1.9355,1.9265,1.819,0.3878631373024899
0.3525,0.35,0.3775,0.3825,0.367,0.3885663828173691,0.9497840652242292,0.805,0.925,0.91375,0.90125,2.012,1.8925,1.699,0.3927110348317615
0.3525,0.35,0.3775,0.3875,0.35613333333333336,0.3976234112746805,0.9537489398625335,0.805,0.94,0.92625,0.9,2.0358,1.895,1.715,0.3879843415355291
0.3525,0.3625,0.38,0.3875,0.377,0.396469484538742,0.9600574546113475,0.8125,0.94,0.96,0.895,2.1615,1.795,1.64,0.37435160151823577
0.355,0.38125,0.4025,0.39625,0.3826,0.4247807916504942,0.9753705925217134,0.84,0.97,0.9625,0.8975,2.0925,1.731,1.5865,0.36756752394834535
0.3625,0.38625,0.4125,0.41125,0.3932,0.4354262852045153,0.9779927511551432,0.8575,0.99,0.985,0.85,2.107,1.766,1.6865,0.3499671016388508
0.37,0.38875,0.41375,0.41125,0.403,0.4203480033687921,0.9997858764155215,0.8825,0.995,1.0,0.945,2.227,1.735,1.606,0.3709893747664965
0.38,0.5625,0.49,0.58,0.5943,0.5469387449658779,1.1501862752506038,1.215,1.085,1.1125,1.01375,1.595,1.5619,1.4975,0.32055969069707824
0.38,0.56,0.49,0.575,0.5866,0.549656418193755,1.147596412932721,1.215,1.085,1.11,0.9875,1.555,1.5344,1.4794,0.3138100152575336
0.33,0.54,0.48,0.57,0.5941,0.5134144780225376,1.1284708822217866,1.1975,1.045,1.085,0.86875,1.54,1.576,1.543,0.29357279376470835
0.32,0.535,0.48,0.57,0.5885,0.5165477330161267,1.096528841946474,1.18875,1.01,1.0425,0.85375,1.545,1.518,1.5085,0.2993227973465802
0.31,0.525,0.46,0.54375,0.5924,0.49555941085579536,1.0705466538242847,1.155,0.965,1.00625,0.875,1.55,1.475,1.4475,0.31388441030896375
0.31,0.515,0.46,0.54375,0.5852,0.49051949218808555,1.0498560255625295,1.1375,0.955,0.98875,0.8225,1.6495,1.499,1.4805,0.30892618764333624
0.31,0.51,0.455,0.5225,0.5779,0.4809240877013311,1.0681502387316666,1.1225,0.9875,1.0125,0.86,1.8075,1.535,1.4875,0.31218833593077266
0.29,0.48,0.45,0.51875,0.5599,0.44306285662323364,1.1025805387767893,1.1075,1.025,1.05125,0.86,1.726,1.532,1.4815,0.3079298531046235
0.2775,0.465,0.45,0.51,0.527,0.43806375313129065,1.1383545711101353,1.0875,1.085,1.1,0.87,1.7213,1.5413,1.485,0.298019404174672
0.26875,0.455,0.45,0.50375,0.5106,0.42634013562010176,1.1618573112348138,1.06875,1.1,1.14125,0.955,1.661,1.545,1.4855,0.31065301653168875
0.265,0.45,0.445,0.495,0.4879,0.4341951537182206,1.1390469848461735,1.05,1.08,1.125,0.945,1.756,1.552,1.4935,0.3120871795360036
0.25,0.445,0.445,0.48375,0.5058,0.4243806967362129,1.116963468156496,1.01,1.065,1.1,0.91,1.71,1.568,1.545,0.3099989011257247
0.24,0.4425,0.445,0.4825,0.4835,0.43920423760541616,1.0899152772807703,0.995,1.03375,1.06375,0.9325,1.68,1.56,1.541,0.3231567542629237
0.2375,0.4325,0.4425,0.4725,0.4668,0.43616071577876936,1.0701924052309115,0.9725,1.01,1.045,0.955,1.6995,1.5325,1.515,0.33497639794824696
0.2375,0.4325,0.4425,0.4675,0.493,0.4241779901573668,1.0538557738914767,0.965,0.99,1.0325,0.955,1.7594,1.5763,1.5888,0.3401259237135943
0.2375,0.43,0.4425,0.47625,0.4678,0.4425023220906942,1.036189726544015,0.955,0.98,1.02125,0.94,1.747,1.5775,1.607,0.33891091516464233
0.2375,0.425,0.44,0.46375,0.4652,0.4377545760360001,1.0188156287086527,0.945,0.9575,1.0075,0.925,1.7745,1.574,1.615,0.339730740890436
0.23625,0.42,0.44,0.4625,0.4562,0.44950481554585,1.00749500043603,0.93,0.9875,0.955,0.91,1.83,1.6025,1.622,0.3470883483416112
0.23625,0.42,0.44,0.4625,0.4574,0.4468439255824327,1.0090140140379367,0.93,0.9875,0.955,0.91,1.852,1.61,1.618,0.34777626267492057
0.23625,0.42,0.435,0.46125,0.4649,0.4324889037175814,0.9996436943701307,0.915,0.95,0.98375,0.875,1.891,1.6105,1.628,0.33615607456106944
0.235,0.42,0.43,0.46125,0.4355,0.4493940268219203,0.996282995371964,0.91,0.955,0.98875,0.925,2.016,1.6155,1.624,0.34476413126623595
0.235,0.4075,0.425,0.4425,0.4542,0.41890806741948605,1.0008512889115497,0.91,0.9525,0.96,0.925,1.917,1.638,1.6175,0.3557567207311907
0.235,0.4,0.425,0.4425,0.4401,0.41589663933551635,0.9972415257934001,0.9,0.9475,0.955,0.925,1.9119,1.6713,1.6338,0.3603056227077379
0.225,0.4,0.425,0.435,0.4349,0.41826025516018694,0.9934261065905341,0.88,0.9475,0.95,0.925,1.9415,1.737,1.6865,0.36163283408631863
0.22,0.38,0.42,0.4325,0.4369,0.3911206108107901,0.9927256510367223,0.865,0.9475,0.94,0.91,1.8725,1.745,1.6995,0.3658444849650089
0.2125,0.37,0.415,0.43125,0.4317,0.377971392522055,0.9815445887114322,0.855,0.9275,0.94,0.87,1.898,1.7055,1.673,0.35812024133313947
0.2125,0.365,0.41,0.405,0.4231,0.37514578331452686,0.9793730941218176,0.855,0.9275,0.94,0.855,1.908,1.666,1.648,0.3518128023639824
0.2125,0.3625,0.405,0.405,0.414,0.3763832437065755,0.9729384504726678,0.845,0.9225,0.93,0.855,1.9281,1.625,1.5913,0.3538922036315926
0.2,0.355,0.405,0.3975,0.409,0.36413709650654436,0.9681193023593,0.825,0.9075,0.925,0.845,1.924,1.666,1.614,0.3558744091463657
0.2,0.3425,0.39,0.395,0.4041,0.3579349182660707,0.9118266490024866,0.7675,0.84,0.87,0.84,1.8685,1.648,1.612,0.37289695985839577
0.195,0.33,0.39,0.395,0.3894,0.3476879461264061,0.8606112719878075,0.7675,0.745,0.82,0.8425,1.8835,1.668,1.6395,0.3931674859666021
0.195,0.3025,0.3825,0.35125,0.3759,0.3212844779617049,0.8370098693757195,0.75,0.7275,0.775,0.8375,1.9345,1.6975,1.6755,0.40732636098365993
0.195,0.295,0.325,0.335,0.3805,0.30449021502515716,0.8220819217165624,0.705,0.715,0.775,0.795,1.99,1.7365,1.7015,0.3952160599825463
0.19,0.24,0.3,0.32375,0.3551,0.24708953962433733,0.7962233340515126,0.6625,0.6925,0.745,0.7675,2.0205,1.72,1.7025,0.4087004725458545
0.19,0.23,0.28,0.31625,0.3439,0.2364894984500775,0.7952882701207968,0.64625,0.7075,0.755,0.77,2.249,1.7025,1.6735,0.40645004559256925
0.19,0.225,0.25,0.28375,0.2996,0.24867320581016483,0.7966766356664664,0.59,0.725,0.775,0.8,2.318,1.6815,1.61,0.40399948476712044
0.19,0.22,0.24,0.265,0.2748,0.25745726943112013,0.80466890842932,0.575,0.755,0.8,0.815,2.4065,1.715,1.658,0.3984349474204194
0.19,0.21,0.22,0.2525,0.2685,0.24671437642374572,0.8229766214272101,0.565,0.795,0.825,0.8575,2.5063,1.695,1.6463,0.3999418283842251
0.19,0.2,0.215,0.25,0.2485,0.22790629693621245,0.8669185577185092,0.56,0.845,0.88,0.89,2.637,1.6695,1.553,0.39675806930781743
0.19,0.1975,0.21,0.24125,0.2351,0.23153833558581327,0.8839377243257115,0.56,0.9,0.93,0.875,2.9695,1.6015,1.519,0.3752362642593141
0.185,0.195,0.2075,0.23875,0.2341,0.22556759536945947,0.9118929076499404,0.54,0.9225,0.955,0.9125,2.702,1.67,1.5675,0.37999045717079594
0.185,0.2,0.2075,0.23875,0.243,0.23156372308511697,0.9418591080066033,0.53,0.96,0.985,0.9125,2.3735,1.7275,1.642,0.3708527619767983
0.185,0.22,0.21,0.2475,0.2244,0.2776534500495019,0.9323448023712825,0.53,0.96,1.0,0.96,2.3895,1.687,1.648,0.3696297398237347
0.185,0.2,0.21,0.245,0.2269,0.24576467396507018,0.9173938343807165,0.535,0.935,0.98,0.89375,2.466,1.6215,1.583,0.36476867921797074
0.185,0.205,0.225,0.2125,0.2272,0.24311581597739484,0.8933933459976224,0.535,0.885,0.965,0.89875,2.624,1.6085,1.559,0.37063330347028134
0.185,0.2075,0.225,0.215,0.2305,0.2593480592355767,0.8418952610629831,0.535,0.85,0.88,0.9175,2.846,1.6465,1.6035,0.39472023443577453
0.185,0.2125,0.2325,0.23,0.2368,0.2496771903911702,0.8453984900118274,0.53,0.83,0.88,0.9125,2.885,1.666,1.548,0.39918230596879356
0.185,0.21125,0.2325,0.23,0.2313,0.247341789516753,0.8357430913877797,0.53,0.8075,0.87,0.9,2.885,1.576,1.446,0.39857605589264655
0.185,0.21125,0.2325,0.23,0.2316,0.25578978321237866,0.8053067073514626,0.53,0.77,0.86,0.9,2.9,1.575,1.5175,0.400400575971801
0.1875,0.21125,0.2375,0.25,0.2468,0.25105030059364764,0.805087145132533,0.53,0.77375,0.865,0.9,2.9025,1.5445,1.5095,0.40090695490140615
0.19,0.21125,0.2375,0.25,0.2354,0.26506252544839537,0.8028554960130517,0.53,0.76625,0.86,0.9,2.606,1.4765,1.476,0.39924647740149943
0.19,0.21625,0.24,0.25,0.2425,0.2733647571525367,0.8196765766424287,0.53,0.775,0.85,0.845,2.069,1.429,1.429,0.3854699164278088
0.635,0.56,0.58875,0.60125,0.5761,0.4896601789221965,1.9081495173854002,1.72,2.03,2.065,1.87,1.58,2.0,1.9675,0.30381402248065026
0.635,0.5625,0.58875,0.60125,0.5716,0.48191692345346604,1.9303690608152664,1.72,2.04,2.065,1.875,1.5413,2.0144,1.8825,0.30742002142407165
0.58,0.5675,0.60375,0.6025,0.5975,0.47856964124196233,1.9492392952363042,1.765,2.065,2.07,1.9025,1.648,2.152,2.098,0.30542153649612436
0.595,0.5775,0.60625,0.61125,0.5928,0.5005956572781813,1.9432205920631334,1.765,2.075,2.085,1.91125,1.774,2.2115,2.1765,0.3031724911870617
0.595,0.58,0.6075,0.6225,0.595,0.5034523924255381,1.9421900057251271,1.785,2.075,2.085,1.92625,1.9,2.2794,2.2475,0.307759926568826
0.595,0.585,0.61,0.62875,0.6087,0.503222593297723,1.9409785284300591,1.7725,2.075,2.085,1.9225,1.8935,2.337,2.299,0.3085056452388779
0.595,0.5875,0.6125,0.635,0.6136,0.5048659759619967,1.9414151595316405,1.785,2.07,2.0825,1.94125,1.866,2.3215,2.293,0.3130985599291265
0.595,0.6075,0.615,0.645,0.62,0.5308389423827125,1.9424279093715944,1.785,2.0725,2.09125,1.93625,1.764,2.11,2.1035,0.2996213485662562
0.595,0.61125,0.625,0.6575,0.6283,0.5286463952317125,1.9462527307536135,1.7825,2.0725,2.095,1.9325,1.7763,2.1269,2.1006,0.30052421833425425
0.595,0.61125,0.62875,0.65,0.6345,0.5273075649267803,1.9421750332334846,1.7675,2.075,2.0975,1.925,1.807,2.206,2.1905,0.29986449028275786
0.595,0.615,0.63125,0.66125,0.6425,0.52256529987837,1.9486707838900754,1.76875,2.0775,2.105,1.92,1.88,2.253,2.206,0.2995055001255147
0.595,0.6225,0.645,0.6675,0.6481,0.5302773535509488,1.948874154103304,1.76875,2.0775,2.105,1.915,1.884,2.3315,2.2755,0.300152697190323
0.6,0.62875,0.64875,0.6725,0.6506,0.5321372866010294,1.9671833588291503,1.77,1.0275,2.115,1.92,1.907,2.415,2.305,0.30093410857628244
0.6,0.63,0.645,0.675,0.6546,0.5368472620843782,1.9566496271310907,1.77,2.0975,2.11,1.915,1.97,2.416,2.3355,0.2993248940147848
0.615,0.635,0.64625,0.68375,0.6672,0.527092827156046,1.9537400662637046,1.77,2.075,2.1,1.905,1.987,2.3855,2.241,0.3041080292317062
0.6225,0.6375,0.6475,0.69125,0.671,0.5381444677032179,1.9275128382598865,1.77,2.0525,2.075,1.9,1.97,2.2175,2.121,0.3052231571410351
0.6225,0.65,0.65375,0.69625,0.6718,0.568716945117452,1.9016807593366285,1.77,2.03125,2.06,1.905,1.9025,2.2213,2.195,0.3051923509301635
0.6125,0.65375,0.65375,0.6975,0.679,0.5799921353596398,1.8483820948402157,1.765,1.965,1.98,1.9025,1.897,2.2205,2.2115,0.32297985635738846
0.6125,0.6575,0.65875,0.7,0.6872,0.5815506231481818,1.83115096477166,1.765,1.945,1.955,1.9,1.9695,2.135,2.125,0.32723182402490214
0.605,0.6625,0.6725,0.70875,0.6752,0.5946195041304849,1.8085066196759159,1.7675,1.91875,1.94,1.875,2.1445,2.048,2.0405,0.32323022872204055
0.5975,0.6675,0.66625,0.70875,0.6717,0.6079202946586885,1.7651801085424648,1.76125,1.865,1.86375,1.865,2.1645,2.007,1.972,0.33692046733420566
0.58625,0.66625,0.6625,0.7175,0.6727,0.6169303613474173,1.7388235653102684,1.74,1.85125,1.82875,1.8575,2.167,1.988,1.984,0.3414134818055534
0.58625,0.665,0.66,0.7275,0.6808,0.6086744787179815,1.7237955558547817,1.735,1.83125,1.8075,1.84875,2.285,1.985,1.9575,0.34737666695186964
0.58125,0.665,0.66,0.7275,0.6724,0.6130865592886771,1.7215034519296402,1.6925,1.84,1.80375,1.82,2.2525,2.0135,1.9495,0.34255180997715384
0.5675,0.66125,0.655,0.7275,0.6769,0.5998739917937982,1.7243701576308155,1.655,1.835,1.81875,1.805,2.195,2.042,1.965,0.3377357684435407
0.5675,0.66,0.655,0.725,0.6767,0.6049856388622716,1.7073444938519198,1.65125,1.825,1.81625,1.755,2.2205,2.02,1.993,0.32483012204640005
0.5675,0.6575,0.6575,0.72375,0.6795,0.603210014031389,1.704744059664065,1.65125,1.83375,1.82625,1.755,2.3365,2.024,2.03,0.32219236817398533
0.55,0.65875,0.6575,0.72125,0.6831,0.5989932093977032,1.7037833265521027,1.635,1.83,1.83125,1.7975,2.435,1.9819,1.9906,0.32883085139866597
0.5475,0.6575,0.6575,0.72,0.6942,0.5911633801273438,1.7076234583908363,1.6175,1.84,1.835,1.7625,2.3845,1.9555,1.9645,0.319607106105809
0.5475,0.6625,0.67,0.71,0.6876,0.6043525075349612,1.6880959113478906,1.6075,1.815,1.83,1.7625,2.417,2.01,2.0415,0.32153547348438316
0.54625,0.65875,0.67,0.705,0.6869,0.5966898582976908,1.669131560733177,1.59625,1.795,1.8125,1.72,2.584,2.011,2.0245,0.31801715871953307
0.54625,0.6575,0.67,0.7025,0.6886,0.5939593814075487,1.670105279218736,1.59625,1.795,1.79,1.7,2.481,1.981,1.966,0.31859384339295094
0.53875,0.6575,0.67,0.7025,0.6929,0.5995177503636462,1.6302750416659828,1.59125,1.735,1.74875,1.69,2.4,2.084,2.109,0.32878357828128957
0.53625,0.6575,0.67,0.705,0.6971,0.5982139119593135,1.598028891166238,1.57,1.7,1.725,1.615,2.532,2.148,2.17,0.32013527980851175
0.53125,0.6575,0.67,0.705,0.6884,0.6044467989925352,1.543499121139556,1.54,1.635,1.6775,1.53625,2.7155,2.2315,2.2385,0.3173052149686246
0.53125,0.655,0.66,0.705,0.674,0.6235161090886447,1.4658736687141225,1.51,1.555,1.5775,1.46,2.756,2.301,2.306,0.3256759096080164
0.49125,0.65125,0.645,0.7025,0.6874,0.5984468456921277,1.4494774152626775,1.465,1.51125,1.565,1.43,2.8175,2.35,2.3231,0.32318289624209506
0.47125,0.65,0.6225,0.7025,0.6818,0.602066356232404,1.4207683581375612,1.4575,1.4875,1.5325,1.365,2.986,2.35,2.33,0.31082076393075697
0.46125,0.64,0.61,0.70125,0.669,0.6067387051762657,1.3297269633917939,1.4325,1.36625,1.425,1.34,3.022,2.407,2.408,0.3358273701650427
0.46125,0.63,0.61,0.69625,0.6729,0.6083537217023542,1.3025435195382546,1.4175,1.36375,1.41375,1.315,3.058,2.345,2.452,0.3304013257388838
0.46125,0.63,0.605,0.69625,0.6675,0.5931408830775537,1.3377999170416994,1.37375,1.39625,1.44,1.265,2.908,2.182,2.172,0.31236698336364577
0.425,0.6125,0.6,0.66875,0.6649,0.5590130826938908,1.3445516966472768,1.3375,1.38625,1.425,1.28,2.836,2.1665,2.114,0.32107109726638705
0.405,0.61,0.5975,0.6625,0.6665,0.5392131120422287,1.3920785021661697,1.33375,1.395,1.44125,1.28,2.302,2.238,2.104,0.31987673739012124
0.415,0.61,0.5975,0.6625,0.6523,0.5380519016416503,1.4115010539798387,1.3325,1.395,1.4275,1.215,1.9495,2.2635,2.025,0.3118899531661474
0.415,0.5975,0.5975,0.65625,0.6392,0.5517887454474335,1.371816921238464,1.31625,1.375,1.4125,1.175,1.84,2.126,2.0345,0.301415428532132
0.41,0.58875,0.58875,0.65,0.6417,0.5455406264934558,1.310415020037794,1.29875,1.3,1.3575,1.1525,2.0085,2.178,2.129,0.3132644051466733
0.41,0.58875,0.58875,0.65,0.6454,0.5439204292612377,1.2919943095083684,1.27375,1.28125,1.34375,1.095,1.993,2.011,1.967,0.3009116561564258
0.4,0.585,0.585,0.64625,0.6424,0.5585502450726272,1.2370168082866855,1.2625,1.235,1.2775,1.075,1.991,1.807,1.847,0.3048103366443071
0.4,0.585,0.585,0.645,0.6277,0.5575542513236043,1.2389675365724413,1.2625,1.225,1.26625,1.0625,1.9933,1.7142,1.6908,0.3044430011616135
0.395,0.5775,0.58,0.63,0.6218,0.5443488376059746,1.210710382427536,1.2625,1.1675,1.20875,1.05125,1.9725,1.654,1.583,0.31802749160487953
0.39,0.575,0.58,0.62,0.5835,0.56319148000687,1.1942171995140858,1.23625,1.1525,1.19625,1.02625,1.934,1.588,1.5015,0.31265887662391045
0.39,0.57,0.54,0.5875,0.5849,0.5632966296051675,1.162067922873479,1.22375,1.1,1.16,1.01375,1.643,1.6075,1.576,0.31386409485608757
0.77,0.64,0.625,0.65,0.6678,0.6363400525720463,1.4123989158724974,1.24625,1.535,1.5725,1.595,1.4975,1.74,1.6825,0.3817709798268738
0.73,0.66,0.63,0.69875,0.6579,0.672071117015833,1.4147579038480633,1.2625,1.5375,1.585,1.53,1.4969,1.76,1.7225,0.3548861194731914
0.74,0.63,0.625,0.67375,0.6482,0.6363716717228932,1.4165991899769903,1.2625,1.5375,1.565,1.59,1.4575,1.728,1.6855,0.38104199014680806
0.73,0.625,0.6025,0.61125,0.6566,0.615603455652983,1.4237564560522942,1.2625,1.545,1.565,1.515,1.4885,1.7035,1.6595,0.3560199401660238
0.73,0.6225,0.59,0.6225,0.6449,0.6162742030638031,1.4213597450226678,1.2575,1.5425,1.565,1.4775,1.505,1.6525,1.5863,0.34657605849599316
0.725,0.62,0.58625,0.6175,0.6539,0.5984799439183319,1.428285731276989,1.2575,1.5375,1.565,1.46,1.535,1.645,1.5415,0.34413724779654875
0.725,0.6175,0.58,0.62625,0.6476,0.5998910562379984,1.417112743054588,1.25375,1.52375,1.56,1.44,1.555,1.647,1.548,0.3415851066039697
0.725,0.6,0.57875,0.61875,0.6466,0.5816692693897705,1.408565644079406,1.25,1.52125,1.555,1.43,1.581,1.667,1.608,0.34436788112999905
0.71,0.59,0.57,0.6175,0.6342,0.5808224468511141,1.395366102981165,1.24,1.515,1.55,1.41,1.6,1.6431,1.63,0.33868440448481274
0.71,0.58,0.565,0.6075,0.6305,0.5687526747206907,1.3883342144533422,1.24,1.5025,1.53,1.4,1.559,1.597,1.578,0.3423095664548397
0.695,0.57,0.5625,0.5975,0.6351,0.5498894609806592,1.3811516698064557,1.215,1.4925,1.525,1.4,1.6075,1.572,1.5595,0.34486598677363745
0.685,0.555,0.56125,0.5825,0.608,0.5451556928697259,1.3723543876631945,1.21,1.4875,1.51,1.36,1.637,1.603,1.5865,0.3404445622760117
0.68,0.55,0.56,0.58625,0.6109,0.5324680949330631,1.3737165907850786,1.21,1.48,1.515,1.37,1.691,1.6505,1.6255,0.3450980729456179
0.67,0.535,0.56,0.59,0.5916,0.5074132328998919,1.3993956433521149,1.22,1.48,1.535,1.395,1.6475,1.6944,1.6056,0.35320508455905686
0.64,0.535,0.56,0.57,0.5816,0.5087573846268494,1.4474154935161563,1.23,1.55,1.585,1.425,1.6645,1.7155,1.6435,0.3394069429880431
0.645,0.54,0.5625,0.575,0.5873,0.5134805977042947,1.4611027332416975,1.235,1.575,1.605,1.4625,1.734,1.809,1.7385,0.34418527592525816
0.645,0.5425,0.565,0.58875,0.5721,0.5187307426698233,1.4898932666014915,1.2375,1.61,1.64125,1.4825,1.777,1.878,1.763,0.34174567091052244
0.645,0.5425,0.565,0.58125,0.5766,0.5093327019756629,1.5151162246770893,1.24,1.63,1.66,1.54125,1.715,1.866,1.7245,0.3511864110493501
0.645,0.5425,0.565,0.58375,0.565,0.5053808232936575,1.5582601831882852,1.26,1.675,1.68875,1.57,1.681,1.8935,1.685,0.3512336881196023
0.645,0.54,0.5825,0.58,0.5809,0.4980907534252459,1.5722356431385145,1.27,1.7,1.72,1.535,1.628,1.8695,1.73,0.3349656949805846
0.645,0.54125,0.5825,0.5775,0.5776,0.5165077319070938,1.5503093622653896,1.285,1.685,1.71,1.5725,1.6015,1.7745,1.738,0.3398835429241498
0.645,0.54,0.58125,0.575,0.572,0.5221402132126522,1.5502405900527414,1.285,1.695,1.705,1.5625,1.571,1.76,1.7335,0.3367902612111078
0.645,0.5375,0.58125,0.575,0.5742,0.5161207243838458,1.5517821801534724,1.2875,1.6925,1.70125,1.55625,1.5413,1.745,1.7113,0.3371260468148274
0.645,0.54375,0.585,0.58,0.5813,0.5246169179475261,1.5496161408527476,1.3,1.6925,1.70125,1.56,1.541,1.7315,1.725,0.3355296876467928
0.645,0.5425,0.585,0.5825,0.5682,0.5387172532864749,1.544732605790942,1.30125,1.7025,1.705,1.555,1.54,1.736,1.77,0.331035121348884
0.645,0.5425,0.59125,0.58,0.5742,0.5308073145965997,1.5594787804246475,1.325,1.71,1.71,1.555,1.516,1.723,1.7445,0.33010057302146567
0.645,0.545,0.59125,0.5825,0.5864,0.5154033016530711,1.5847129406503484,1.3425,1.7175,1.72,1.57,1.445,1.6655,1.634,0.3318387632391182
0.6275,0.545,0.5925,0.58,0.5712,0.5250604200132061,1.5886160642887734,1.3425,1.73,1.73,1.58,1.5069,1.6581,1.6463,0.32743196149099973
0.63,0.545,0.5925,0.58375,0.5818,0.5160180758738673,1.6070645067903029,1.35125,1.75,1.755,1.575,1.5035,1.672,1.662,0.32100002575937303
0.6325,0.545,0.59125,0.59625,0.5735,0.5211408246232874,1.6124462193891929,1.3525,1.7575,1.765,1.575,1.485,1.698,1.681,0.31969858579487354
0.6325,0.5425,0.59125,0.595,0.5835,0.5104356184329084,1.6258835660847946,1.3525,1.77,1.7725,1.6025,1.4385,1.7545,1.7285,0.32677242461015843
0.6325,0.5425,0.59,0.59375,0.5791,0.5164901358632518,1.628958613427363,1.3625,1.78,1.775,1.61,1.432,1.7705,1.7625,0.32617163856621123
0.64,0.5425,0.585,0.5825,0.5835,0.5154451700734122,1.62965863000584,1.3625,1.785,1.775,1.61,1.4155,1.7885,1.787,0.3256320242501207
0.64,0.5425,0.585,0.58375,0.5741,0.5207667353956215,1.6344638048306406,1.3625,1.7925,1.78,1.61,1.385,1.7715,1.765,0.32342958391906085
0.64,0.54,0.585,0.58,0.5762,0.5099230860696214,1.6503421149784363,1.36875,1.8,1.795,1.6625,1.3695,1.69,1.673,0.33187064470258787
0.64,0.54,0.5775,0.5825,0.5829,0.5047893986367432,1.6536125850993613,1.37625,1.8,1.81,1.6715,1.4215,1.737,1.7355,0.3308790852386827
0.64,0.54,0.57625,0.59875,0.574,0.5128043762947839,1.6557303912991133,1.37625,1.81,1.81,1.67625,1.4288,1.7894,1.7781,0.3331478360801312
0.64,0.53875,0.565,0.6,0.5782,0.5052178624845322,1.662319631541739,1.37625,1.815,1.82,1.69375,1.48,1.83,1.8075,0.3356828026969845
0.64,0.53875,0.56375,0.58875,0.5794,0.4963522682251087,1.6782697145660648,1.40125,1.8225,1.84,1.6925,1.54,1.801,1.772,0.32904313408815855
0.64,0.53875,0.56375,0.58875,0.5823,0.49167557952420116,1.6855439668727779,1.435,1.82625,1.835,1.69125,1.608,1.767,1.73,0.32846954564820385
0.65,0.54,0.55625,0.56,0.5711,0.4845251462114921,1.7445790686847746,1.535,1.8575,1.875,1.75,1.472,1.8625,1.7945,0.330003452902911
0.65,0.54,0.5625,0.575,0.5604,0.5004726961245087,1.75831820576092,1.555,1.9025,1.88,1.735,1.4965,1.8835,1.836,0.322340369373336
0.645,0.54,0.565,0.575,0.5796,0.4753711703182738,1.7794216029514955,1.575,1.895,1.91,1.8,1.557,1.8865,1.823,0.33371107590373383
0.6425,0.5425,0.5675,0.585,0.5724,0.48276098334851725,1.7840689272538164,1.6,1.9,1.92,1.795,1.6105,1.8125,1.766,0.3268113879084489
0.6425,0.5475,0.57125,0.59125,0.5774,0.47957588219954617,1.807573248267651,1.6225,1.92,1.945,1.805,1.658,1.823,1.7545,0.3228401860854455
0.64,0.55,0.57375,0.59375,0.5752666666666667,0.4818908309094755,1.8230011353488078,1.63625,1.94,1.945,1.81,1.66,1.865,1.765,0.3235557508795299
0.64,0.5525,0.58125,0.595,0.593,0.47436678874895455,1.8395179323704802,1.645,1.955,1.975,1.83,1.641,1.8985,1.828,0.32184051563858773
0.635,0.55375,0.58125,0.59875,0.5586,0.4942853656901409,1.8683575171315199,1.6725,2.0,1.99,1.84,1.63,1.8955,1.793,0.3155694813916663
