Year,Month,Week year,Lactose,Whey central,Whey west,Whey east,NDPSR whey avg,CME whey avg,NDPSR NFDM,34p WPC,Nonfat west,Nonfat central east,Sweet cream buttermilk central,AA butter,Cheese 40 blocks,Cheese barrel,Delac
2001,10,42,0.2175,0.2925,0.2738,0.2975,0.282,,,0.77375,0.945,0.9938,,1.4833,1.369,1.3435,0.4225
2001,10,43,0.2175,0.29,0.2738,0.2975,0.284,,,0.77125,0.945,0.98875,,1.3258,1.2355,1.205,0.4225
2001,10,44,0.2175,0.2875,0.2738,0.29625,0.282,,,0.755,0.945,0.985,,1.2642,1.189,1.152,0.4225
2001,11,45,0.2175,0.2875,0.2738,0.28625,0.284,,,0.75125,0.9325,0.97625,,1.275,1.2175,1.178,0.4225
2001,11,46,0.2175,0.2925,0.2738,0.29,0.275,,,0.75,0.9175,0.9625,,1.3183,1.2135,1.173,0.4225
2001,11,47,0.2175,0.29625,0.2738,0.29125,,,,0.74875,0.9225,0.9625,,1.3742,1.2435,1.17,0.4225
2001,11,48,0.2175,0.2963,0.2738,0.2975,0.289,,,0.7488,0.9225,0.9625,,1.3788,1.3117,1.2325,0.4225
2001,12,49,0.2175,0.2975,0.2738,0.2975,0.286,,,0.7475,0.9225,0.9625,,1.3517,1.339,1.292,0.4225
2001,12,50,0.2175,0.2975,0.27125,0.2975,0.288,,,0.73875,0.91875,0.9575,,1.2442,1.276,1.235,0.4225
2001,12,51,0.2175,0.2975,0.2675,0.2975,0.29,,,0.71,0.9188,0.9575,,1.2392,1.216,1.241,0.4225
2001,12,52,0.2175,0.2975,0.26125,0.2975,0.291,,,0.7,0.9188,0.9575,,1.3142,1.269,1.268,0.4225
2000,1,1,0.195,0.1825,0.1975,0.185,,,,0.435,1.0075,1.02125,,0.875,1.1675,1.1563,0.2875
2000,1,2,0.2,0.1825,0.19625,0.185,,,,0.435,1.0005,1.0187499999999998,,0.875,1.176,1.15,0.2875
2000,1,3,0.2,0.18,0.19375,0.1825,,,,0.435,1.0005,1.0274999999999999,,0.9367,1.115,1.1025,0.2875
2000,1,4,0.2,0.18,0.19,0.17625,,,,0.435,1.0005,1.0125,,0.9163,1.1138,1.1,0.2875
2000,1,5,0.2,0.1775,0.185,0.17375,,,,0.435,1.005,1.0099999999999998,,0.9,1.11,1.09,0.2875
2000,2,6,0.2,0.1775,0.1825,0.17625,,,,0.44,1.005,1.00875,,0.9575,1.11,1.0855,0.2875
2000,2,7,0.2,0.175,0.17875,0.17625,,,,0.44,1.005,0.5528124999999999,,0.905,1.11,1.08,0.2875
2000,2,8,0.2,0.175,0.17625,0.17625,,,,0.455,1.005,1.005,,0.8933,1.108,1.096,0.2875
2000,2,9,0.2,0.175,0.17375,0.17625,,,,0.47,1.005,1.005,,0.9363,1.1063,1.1,0.2875
2000,3,10,0.2,0.175,0.17375,0.18,,,,0.4825,1.005,1.005,,0.9733,1.116,1.102,0.2875
2000,3,11,0.2,0.175,0.17375,0.18,,,,0.5,1.005,1.005,,0.9817,1.118,1.097,0.2875
2000,3,12,0.2,0.175,0.17375,0.18,,,,0.51,1.005,1.005,,0.98,1.115,1.0915,0.30125
2000,3,13,0.2,0.175,0.17375,0.18,,,,0.53,1.005,1.005,,1.0392,1.1075,1.0925,0.30125
2000,4,14,0.2,0.175,0.17375,0.18,,,,0.55,1.005,1.005,,1.1092,1.1125,1.088,0.3075
2000,4,15,0.2,0.175,0.17375,0.18,,,,0.565,1.005,1.0074999999999998,,1.1008,1.1105,1.0825,0.31
2000,4,16,0.2,0.175,0.1725,0.18,,,,0.5775,1.005,1.0074999999999998,,1.0525,1.103,1.075,0.3175
2000,4,17,0.2,0.175,0.171255,0.175,,,,0.6025,1.005,1.0074999999999998,,1.025,1.0975,1.0688,0.3175
2000,5,18,0.2,0.175,0.171255,0.1775,,,,0.6225,1.005,1.0074999999999998,,1.0833,1.1005,1.1,0.3275
2000,5,19,0.2,0.175,0.171255,0.1775,,,,0.6225,1.005,1.0074999999999998,,1.1658,1.0925,1.1,0.3275
2000,5,20,0.2,0.175,0.1713,0.18,,,,0.6575,1.005,1.0074999999999998,,1.195,1.107,1.0995,0.33625
2000,5,21,0.2,0.175,0.1713,0.18,,,,0.68,1.005,1.01125,,1.2892,1.087,1.0725,0.33625
2000,5,22,0.2,0.175,0.17125,0.1825,,,,0.705,1.005,1.01125,,1.3017,1.0895,1.065,0.34
2000,6,23,0.2,0.1775,0.1725,0.185,,,,0.7075,1.005,1.01125,,1.3275,1.1113,1.1131,0.34
2000,6,24,0.195,0.18,0.1725,0.19625,,,,0.7225,1.005,1.01125,,1.3392,1.129,1.132,0.35
2000,6,25,0.195,0.185,0.1725,0.18625,,,,0.7325,1.005,1.01125,,1.24,1.204,1.187,0.36
2000,6,26,0.195,0.19,0.17375,0.19375,,,,0.7425,1.005,1.013125,,1.1767,1.26,1.2275,0.36
2000,7,27,0.1875,0.1925,0.175,0.19625,,,,0.7575,1.005,1.0187499999999998,,1.1933,1.262,1.241,0.365
2000,7,28,0.185,0.195,0.1775,0.19625,,,,0.7725,1.005,1.0187499999999998,,1.2267,1.2675,1.2625,0.3675
2000,7,29,0.1775,0.1975,0.17875,0.2,,,,0.7825,1.005,1.0187499999999998,,1.1858,1.219,1.1965,0.385
2000,7,30,0.175,0.1975,0.18125,0.20125,,,,0.7825,1.005,1.02125,,1.1483,1.2115,1.172,0.3875
2000,7,31,0.175,0.1975,0.18375,0.20125,,,,0.7825,1.005,1.023125,,1.155,1.2635,1.173,0.3875
2000,8,32,0.175,0.19375,0.18375,0.20125,,,,0.7775,1.005,1.025625,,1.1833,1.145,1.058,0.3875
2000,8,33,0.175,0.1925,0.18375,0.20125,,,,0.77375,1.005,1.025625,,1.195,1.2215,1.052,0.3875
2000,8,34,0.17,0.19,0.18375,0.20125,,,,0.7725,1.005,1.025625,,1.1875,1.2815,1.082,0.3875
2000,8,35,0.17,0.185,0.1838,0.1987,,,,0.7625,1.005,1.02625,,1.185,1.2875,1.162,0.3875
2000,9,36,0.17,0.18,0.1838,0.19,,,,0.7625,1.005,1.02625,,1.2033,1.293,1.1875,0.3875
2000,9,37,0.17,0.18,0.1838,0.1875,,,,0.7625,1.005,1.02625,,1.1463,1.3275,1.2525,0.3875
2000,9,38,0.17,0.18,0.1838,0.19,,,,0.7575,1.005,1.02625,,1.1633,1.1319,1.271,0.3875
2000,9,39,0.165,0.175,0.1838,0.19,,,,0.7425,1.0075,1.03125,,1.1917,1.3155,1.2715,0.3875
2000,10,40,0.165,0.175,0.1838,0.1875,,,,0.7425,1.0075,1.03125,,1.1817,1.2175,1.1555,0.3875
2000,10,41,0.165,0.175,0.1838,0.1875,,,,0.7375,1.0075,1.03125,,1.1533,1.0855,1.0255,0.3875
2000,10,42,0.165,0.175,0.1838,0.1875,,,,0.7325,1.0075,1.03125,,1.1392,1.0505,0.9975,0.3875
2000,10,43,0.165,0.18,0.1838,0.1875,,,,0.7325,1.0075,1.03125,,1.1433,1.0395,1.0,0.3875
2000,10,44,0.165,0.1825,0.1838,0.18875,,,,0.7325,1.0075,1.04125,,1.1425,1.02,1.0,0.3875
2000,11,45,0.165,0.1875,0.1838,0.19375,,,,0.7325,1.0075,1.04125,,1.1967,1.008,1.0005,0.3875
2000,11,46,0.165,0.19375,0.18625,0.19875,,,,0.7325,1.0075,1.04125,,1.5808,1.008,1.004,0.3875
2000,11,47,0.165,0.2,0.19125,0.2075,,,,0.7325,1.0075,1.04375,,1.795,1.102,1.034,0.3875
2000,11,48,0.165,0.215,0.19,0.21,,,,0.7325,1.0075,1.0425,,1.795,1.0833,1.0517,0.3875
2000,12,48,0.165,0.225,0.195,0.2225,,,,0.7325,1.0075,1.044375,,1.8325,1.0985,1.071,0.3875
2000,12,50,0.165,0.2325,0.1975,0.23125,22.2,,,0.7325,1.0075,1.045,,1.7175,1.1025,1.091,0.3875
2000,12,51,0.165,0.2425,0.2,0.2425,22.4,,,0.735,1.0075,1.0474999999999999,,1.25,1.109,1.102,0.3875
2000,12,52,0.165,0.2525,0.20375,0.2475,22.3,,,0.7475,1.0075,1.0474999999999999,,1.1417,1.142,1.132,0.3875
1999,1,1,0.1675,0.2375,0.235,0.23935,,,,0.5525,1.0975,1.15125,,1.43,1.9,1.7975,0.3425
1999,1,2,0.1675,0.23,0.23,0.21875,,,,0.54125,1.065,1.12,,1.43,1.7675,1.6615,0.3425
1999,1,3,0.1675,0.2025,0.225,0.21,,,,0.525,1.05,1.10375,,1.43,1.6275,1.516,0.3375
1999,1,4,0.1675,0.19,0.2175,0.2025,,,,0.51,1.04,1.085,,1.4275,1.28,1.255,0.3275
1999,2,5,0.1675,0.185,0.2075,0.19375,,,,0.5,1.03,1.08125,,1.355,1.254,1.221,0.3275
1999,2,6,0.1675,0.185,0.19875,0.185,,,,0.495,1.02,1.0575,,1.2825,1.292,1.251,0.3225
1999,2,7,0.1675,0.185,0.195,0.185,,,,0.4925,1.015,1.055,,1.2825,1.326,1.303,0.3225
1999,2,8,0.1675,0.185,0.195,0.185,,,,0.4925,1.015,1.04125,,1.34,1.33,1.2913,0.3225
1999,3,9,0.1675,0.185,0.195,0.185,,,,0.4925,1.015,1.033125,,1.3575,1.33,1.295,0.3225
1999,3,10,0.1675,0.185,0.195,0.185,,,,0.4925,1.0125,1.0325,,1.3625,1.33,1.293,0.3225
1999,3,11,0.1675,0.185,0.195,0.185,,,,0.48625,1.0125,1.025,,1.345,1.33,1.292,0.3225
1999,3,12,0.1675,0.185,0.1925,0.185,,,,0.48625,1.01,1.0225,,1.2,1.33,1.2995,0.3225
1999,3,13,0.1675,0.185,0.19,0.1775,,,,0.48625,1.005,1.0225,,1.07,1.33,1.2985,0.3225
1999,4,14,0.165,0.1825,0.185,0.175,,,,0.48375,1.0125,1.02125,,0.95,1.33,1.3038,0.3225
1999,4,15,0.165,0.1825,0.1825,0.16875,,,,0.4775,1.005,1.02125,,1.055,1.33,1.302,0.3225
1999,4,16,0.165,0.1775,0.1825,0.16875,,,,0.4675,1.005,1.0175,,1.09,1.33,1.285,0.3225
1999,4,17,0.165,0.17375,0.18125,0.16875,,,,0.46,1.005,1.0175,,1.0267,1.33,1.264,0.31375
1999,5,18,0.165,0.17375,0.17625,0.16875,,,,0.46,1.005,1.0175,,0.9733,1.298,1.237,0.31375
1999,5,19,0.165,0.17375,0.17375,0.1625,,,,0.46,1.0,1.0162499999999999,,1.0383,1.261,1.216,0.2925
1999,5,20,0.165,0.1725,0.1725,0.1625,,,,0.46,0.99,1.0162499999999999,,1.1183,1.221,1.189,0.2875
1999,5,21,0.165,0.1725,0.17,0.1625,,,,0.46,0.99,1.0162499999999999,,1.2483,1.209,1.18,0.2875
1999,5,22,0.165,0.1725,0.16875,0.165,,,,0.46,0.995,1.0162499999999999,,1.45,1.2645,1.2385,0.2875
1999,6,23,0.1675,0.1725,0.1675,0.1675,,,,0.46,0.995,1.0162499999999999,,1.5025,1.2969,1.2838,0.2875
1999,6,24,0.1725,0.1725,0.1675,0.17125,,,,0.46,0.995,1.0162499999999999,,1.5017,1.3295,1.2935,0.2875
1999,6,25,0.175,0.1725,0.1675,0.17125,,,,0.46,0.995,1.0162499999999999,,1.5,1.397,1.343,0.2875
1999,6,26,0.175,0.1725,0.16875,0.17375,,,,0.46,0.995,1.0162499999999999,,1.4925,1.4845,1.442,0.2875
1999,7,27,0.175,0.175,0.16875,0.18,,,,0.4575,0.995,1.0162499999999999,,1.39,1.5005,1.4355,0.2875
1999,7,28,0.175,0.175,0.17,0.18,,,,0.455,0.995,1.00875,,1.3513,1.5263,1.4263,0.2875
1999,7,29,0.175,0.175,0.1725,0.18,,,,0.45,0.995,1.00875,,1.315,1.5905,1.5395,0.2875
1999,7,30,0.18,0.1775,0.17375,0.18,,,,0.4475,0.995,1.00875,,1.2733,1.6755,1.6145,0.2875
1999,8,31,0.18,0.1775,0.17375,0.18375,,,,0.4475,1.0,1.01125,,1.3842,1.7615,1.695,0.2875
1999,8,32,0.185,0.185,0.17375,0.19125,,,,0.44375,1.005,1.0225,,1.4692,1.8095,1.74,0.2875
1999,8,33,0.1875,0.1925,0.175,0.195,,,,0.445,1.01,1.0325,,1.4142,1.903,1.8415,0.2875
1999,8,34,0.1875,0.19625,0.175,0.19875,,,,0.445,1.015,1.035,,1.4692,1.8095,1.74,0.2875
1999,8,35,0.19,0.2,0.1775,0.20875,,,,0.445,1.015,1.045,,1.3267,1.9655,1.882,0.2875
1999,9,36,0.19,0.2025,0.17875,0.21,,,,0.445,1.015,1.0474999999999999,,1.3383,1.767,1.6115,0.2875
1999,9,37,0.19,0.2025,0.1825,0.20875,,,,0.445,1.0175,1.0474999999999999,,1.35,1.7113,1.5263,0.2875
1999,9,38,0.19,0.2025,0.18625,0.2025,,,,0.445,1.0175,1.0499999999999998,,1.3442,1.6605,1.496,0.2875
1999,9,39,0.19,0.2025,0.1875,0.20125,,,,0.445,1.0175,1.0499999999999998,,1.3033,1.5435,1.4775,0.2875
1999,10,40,0.19,0.2025,0.19125,0.2013,,,,0.445,1.0175,1.05125,,1.2333,1.482,1.43,0.2875
1999,10,41,0.195,0.2,0.195,0.2013,,,,0.445,1.0175,1.05125,,1.1483,1.381,1.294,0.2875
1999,10,42,0.195,0.19875,0.2,0.2013,,,,0.445,1.0175,1.05125,,1.085,1.2565,1.231,0.2875
1999,10,43,0.195,0.19,0.20125,0.1925,,,,0.445,1.0175,1.0462500000000001,,1.0233,1.284,1.2705,0.2875
1999,11,44,0.195,0.1825,0.20125,0.19,,,,0.445,1.0175,1.0387499999999998,,1.0675,1.2635,1.238,0.2875
1999,11,45,0.195,0.1825,0.20125,0.1925,,,,0.445,1.0175,1.0387499999999998,,1.0933,1.215,1.1193,0.2875
1999,11,46,0.195,0.1775,0.20125,0.1775,,,,0.435,1.0125,1.03125,,1.0983,1.117,1.1085,0.2875
1999,11,47,0.195,0.18,0.20125,0.17875,,,,0.435,1.01,1.03625,,1.065,1.122,1.0975,0.2875
1999,11,48,0.195,0.18,0.2025,0.1788,,,,0.435,1.0175,1.0350000000000001,,1.01,1.12,1.0975,0.2875
1999,12,49,0.195,0.18,0.2025,0.185,,,,0.435,1.0175,1.02625,,0.9208,1.12,1.1075,0.2875
1999,12,50,0.195,0.18125,0.2025,0.185,,,,0.435,1.0175,1.02625,,0.9067,1.147,1.132,0.2875
1999,12,51,0.195,0.1825,0.2,0.18625,,,,0.435,1.0075,1.0225,,0.905,1.181,1.178,0.2875
1999,12,52,0.195,0.1825,0.1975,0.18625,,,,0.435,1.0075,1.0225,,0.8925,1.1438,1.15,0.2875
1998,1,1,0.215,0.3325,0.29,0.32875,,,,0.6075,1.035,1.05625,,1.15,1.43,1.28,0.3525
1998,1,2,0.215,0.3325,0.29,0.32875,,,,0.6075,1.035,1.05625,,1.125,1.43,1.29,0.35375
1998,1,3,0.2175,0.315,0.275,0.32375,,,,0.6075,1.035,1.04375,,1.125,1.43,1.31,0.35375
1998,1,4,0.2175,0.295,0.25,0.2875,,,,0.6075,1.03,1.0455,,1.145,1.43,1.36,0.35375
1998,1,5,0.2175,0.255,0.23,0.2675,,,,0.6075,1.03,1.0425,,1.34,1.43,1.4,0.35375
1998,2,6,0.2175,0.245,0.22,0.2575,,,,0.6075,1.03,1.0425,,1.36,1.43,1.42,0.35375
1998,2,7,0.2175,0.245,0.21375,0.2575,,,,0.6075,1.03,1.0425,,1.41,1.43,1.4225,0.35375
1998,2,8,0.2175,0.245,0.2125,0.2525,,,,0.6075,1.03,1.0425,,1.4,1.43,1.4225,0.35375
1998,2,9,0.2175,0.245,0.21375,0.2575,,,,0.60625,1.03,1.0425,,1.4,1.43,1.4275,0.35375
1998,3,10,0.2175,0.245,0.2138,0.2475,,,,0.6063,1.0275,1.0425,,1.35,1.35,1.385,0.3538
1998,3,11,0.22,0.245,0.2138,0.245,,,,0.605,1.0275,1.0425,,1.3425,1.385,1.3725,0.3538
1998,3,12,0.22,0.2425,0.2163,0.2388,,,,0.605,1.025,1.04125,,1.345,1.385,1.3825,0.3538
1998,3,13,0.22,0.24125,0.2175,0.235,,,,0.605,1.025,1.04125,,1.345,1.385,1.2975,0.3538
1998,3,14,0.22,0.235,0.22125,0.235,,,,0.605,1.025,1.04,,1.345,1.35,1.2775,0.3538
1998,4,15,0.22,0.23,0.2225,0.2325,,,,0.605,1.025,1.04,,1.345,1.35,1.26,0.3538
1998,4,16,0.215,0.2225,0.2225,0.2275,,,,0.6025,1.025,1.03875,,1.345,1.3,1.26,0.3538
1998,4,17,0.215,0.2225,0.22625,0.2225,,,,0.6025,1.025,1.03375,,1.345,1.25,1.2425,0.3538
1998,4,18,0.215,0.2225,0.22875,0.2225,,,,0.6025,1.025,1.03375,,1.49,1.195,1.2,0.3538
1998,5,19,0.215,0.2225,0.22875,0.2225,,,,0.6025,1.025,1.03375,,1.49,1.18,1.2,0.3538
1998,5,20,0.215,0.2225,0.22875,0.2225,,,,0.6025,1.025,1.03375,,1.49,1.21,1.2,0.3538
1998,5,21,0.21,0.2275,0.22875,0.2225,,,,0.6,1.025,1.03375,,1.49,1.23,1.2,0.3538
1998,5,22,0.21,0.2275,0.225,0.23,,,,0.6,1.025,1.03375,,1.65,1.25,1.21,0.3538
1998,6,23,0.205,0.23,0.225,0.23,,,,0.595,1.03,1.03625,,1.7,1.35,1.31,0.3538
1998,6,24,0.2,0.24,0.225,0.2325,,,,0.58,1.03,1.03375,,1.74,1.4925,1.445,0.3538
1998,6,25,0.2,0.25,0.2275,0.2425,,,,0.57,1.02,1.0325,,1.9,1.5375,1.495,0.3538
1998,6,26,0.195,0.2575,0.22875,0.2575,,,,0.5575,1.025,1.0350000000000001,,1.95,1.5575,1.525,0.3475
1998,6,27,0.195,0.2675,0.22875,0.2625,,,,0.5575,1.025,1.0325,,1.985,1.5575,1.5225,0.3475
1998,7,28,0.185,0.27375,0.23125,0.27,,,,0.5575,1.025,1.0325,,1.985,1.6075,1.545,0.3475
1998,7,29,0.185,0.27625,0.2325,0.275,,,,0.56,1.025,1.0325,,1.985,1.6075,1.545,0.3475
1998,7,30,0.185,0.2775,0.235,0.27875,,,,0.5675,1.03,1.0350000000000001,,1.985,1.6075,1.5075,0.3475
1998,7,31,0.185,0.27875,0.2375,0.2825,,,,0.5725,1.03,1.0325,,2.07,1.6575,1.5075,0.3475
1998,8,32,0.185,0.28,0.2375,0.28375,,,,0.5775,1.03,1.0525,,2.12,1.6575,1.5075,0.3475
1998,8,33,0.185,0.28,0.2375,0.28375,,,,0.58125,1.035,1.0525,,2.15,1.6575,1.5,0.3475
1998,8,34,0.1825,0.28,0.2375,0.28375,,,,0.585,1.04,1.0543749999999998,,2.1625,1.6575,1.5,0.345
1998,8,35,0.1825,0.28,0.2375,0.2838,,,,0.5875,1.045,1.03875,,2.165,1.6575,1.48,0.345
1998,8,36,0.1825,0.28,0.23875,0.28375,,,,0.595,1.0475,1.044375,,2.3475,1.6575,1.4925,0.345
1998,9,37,0.1825,0.28125,0.23875,0.28375,,,,0.6,1.065,1.0725,,2.81,1.6575,1.5844,0.345
1998,9,38,0.1825,0.2825,0.23875,0.28375,,,,0.60875,1.1,1.0775000000000001,,2.79,1.705,1.6625,0.34375
1998,9,39,0.1825,0.28375,0.24,0.28375,,,,0.6125,1.1025,1.0825,,2.81,1.7195,1.7135,0.34375
1998,9,40,0.1825,0.28375,0.24125,0.28375,,,,0.615,1.1025,1.0925,,2.8,1.7585,1.751,0.34375
1998,10,41,0.18,0.28125,0.24125,0.275,,,,0.615,1.1025,1.105,,2.61,1.7815,1.7565,0.34375
1998,10,42,0.18,0.265,0.24125,0.26875,,,,0.615,1.12,1.1099999999999999,,2.35,1.805,1.7725,0.34375
1998,10,43,0.175,0.2525,0.24125,0.255,,,,0.615,1.12,1.1125,,2.335,1.8115,1.7805,0.34375
1998,10,44,0.175,0.245,0.24125,0.2525,,,,0.615,1.12,1.115,,2.33,1.832,1.8005,0.34375
1998,11,45,0.175,0.245,0.24125,0.25125,,,,0.6125,1.12,1.115,,2.25,1.85,1.82,0.34375
1998,11,46,0.175,0.245,0.24125,0.24375,,,,0.61,1.12,1.115,,2.13,1.851,1.823,0.34375
1998,11,47,0.175,0.245,0.24125,0.24375,,,,0.61,1.12,1.115,,1.75,1.8595,1.828,0.343
1998,11,48,0.175,0.2475,0.24125,0.2475,,,,0.605,1.12,1.1324999999999998,,1.325,1.866,1.833,0.34375
1998,11,49,0.175,0.2475,0.24125,0.2475,,,,0.605,1.12,1.1375,,1.2175,1.8758,1.8417,0.3425
1998,12,50,0.175,0.2475,0.24125,0.25,,,,0.595,1.12,1.145,,1.4125,1.887,1.8545,0.3425
1998,12,51,0.175,0.2475,0.24125,0.25,,,,0.585,1.12,1.15,,1.395,1.898,1.86,0.3425
1998,12,52,0.1675,0.245,0.24,0.25,,,,0.5675,1.12,1.15125,,1.47,1.9,1.851,0.3425
1998,12,53,0.1675,0.2425,0.2375,0.2425,,,,0.56,1.12,1.15125,,1.47,1.9,1.8,0.3425
1997,1,1,0.2225,0.1825,0.1875,,,,,0.585,1.11,1.195,,0.9,1.1875,1.1775,0.35
1997,1,2,0.2225,0.1825,0.1875,,,,,0.585,1.11,1.195,,0.9,1.28,1.24,0.35
1997,1,3,0.24,0.1825,0.19,,,,,0.585,1.095,1.13,,0.9,1.275,1.2425,0.35
1997,1,4,0.24,0.185,0.195,,,,,0.585,1.095,1.125,,0.9,1.275,1.2425,0.35
1997,1,5,0.24,0.1875,0.1975,,,,,0.59,1.1025,1.125,,0.91,1.275,1.2425,0.355
1997,2,6,0.24,0.19,0.1975,,,,,0.595,1.11,1.135,,0.95,1.275,1.26,0.36
1997,2,7,0.24,0.1975,0.20125,,,,,0.605,1.12,1.135,,1.015,1.3175,1.28,0.365
1997,2,8,0.24,0.2025,0.2025,,,,,0.6125,1.125,1.145,,1.15,1.325,1.28,0.37
1997,2,9,0.2425,0.2075,0.2025,,,,,0.6175,1.125,1.145,,1.15,1.325,1.28,0.375
1997,3,10,0.2425,0.21,0.20375,,,,,0.62,1.125,1.145,,1.15,1.325,1.28,0.375
1997,3,11,0.2425,0.2125,0.20375,,,,,0.6225,1.1125,1.145,,1.16,1.325,1.27,0.375
1997,3,12,0.245,0.2125,0.20375,,,,,0.6225,1.115,1.145,,1.16,1.325,1.255,0.375
1997,3,13,0.245,0.2125,0.20375,,,,,0.6225,1.12,1.145,,1.16,1.325,1.255,0.375
1997,3,14,0.245,0.21,0.20375,,,,,0.62,1.125,1.145,,1.16,1.315,1.255,0.37
1997,4,15,0.26,0.2025,0.20375,,,,,0.615,1.1175,1.145,,1.15,1.28,1.25,0.36
1997,4,16,0.26,0.18875,0.2025,,,,,0.605,1.105,1.14,,1.04,1.25,1.2175,0.355
1997,4,17,0.26,0.1775,0.19875,,,,,0.595,1.1,1.1325,,0.91,1.2,1.17,0.35
1997,4,18,0.26,0.175,0.19625,,,,,0.59,1.095,1.125,,0.92,1.18,1.17,0.345
1997,5,19,0.26,0.175,0.19375,,,,,0.58,1.085,1.115,,0.92,1.15,1.15,0.34
1997,5,20,0.26,0.175,0.1925,,,,,0.575,1.06,1.1,,0.92,1.1525,1.15,0.335
1997,5,21,0.26,0.175,0.1925,,,,,0.5725,1.045,1.085,,0.93,1.165,1.1375,0.335
1997,5,22,0.2575,0.175,0.1925,,,,,0.57,1.045,1.075,,1.05,1.165,1.1375,0.335
1997,6,23,0.2575,0.1775,0.1925,,,,,0.57,1.045,1.075,,1.13,1.165,1.1275,0.335
1997,6,24,0.2575,0.18,0.1925,,,,,0.5725,1.045,1.075,,1.1275,1.165,1.1275,0.335
1997,6,25,0.255,0.1825,0.1975,,,,,0.5775,1.045,1.075,,1.13,1.1675,1.125,0.335
1997,6,26,0.255,0.19,0.2,,,,,0.59,1.045,1.075,,1.13,1.1675,1.1225,0.34
1997,6,27,0.25,0.1975,0.2025,,,,,0.595,1.045,1.075,,1.13,1.1675,1.1225,0.34
1997,7,28,0.24,0.2025,0.20375,,,,,0.6025,1.045,1.075,,1.13,1.1675,1.1225,0.34
1997,7,29,0.235,0.21,0.205,,,,,0.61,1.045,1.075,,1.07,1.1975,1.1225,0.345
1997,7,30,0.235,0.215,0.2075,,,,,0.615,1.045,1.075,,1.085,1.2675,1.1225,0.3475
1997,7,31,0.2325,0.22,0.21,,,,,0.62,1.0425,1.075,,1.1,1.2725,1.2,0.3475
1997,8,32,0.2325,0.2225,0.215,,,,,0.625,1.04375,1.065,,1.1,1.2875,1.23,0.3475
1997,8,33,0.2325,0.225,0.215,,,,,0.6275,1.04375,1.065,,1.11,1.3975,1.29,0.3475
1997,8,34,0.23,0.225,0.215,,,,,0.6275,1.04375,1.065,,1.11,1.39,1.34,0.3475
1997,8,35,0.23,0.22625,0.215,,,,,0.6275,1.04375,1.06,,1.08,1.39,1.335,0.3475
1997,9,36,0.23,0.2275,0.21375,,,,,0.625,1.0425,1.06,,1.03,1.3925,1.335,0.3475
1997,9,37,0.23,0.23,0.21,,,,,0.62,1.0425,1.06,,1.04,1.3925,1.335,0.3475
1997,9,38,0.23,0.235,0.2125,,,,,0.615,1.0425,1.06,,1.0775,1.3925,1.32,0.3475
1997,9,39,0.23,0.245,0.21375,,,,,0.6075,1.04,1.06,,1.145,1.3925,1.325,0.3475
1997,9,40,0.225,0.265,0.21875,,,,,0.6,1.04,1.055,,1.27,1.3925,1.325,0.3475
1997,10,41,0.2125,0.2875,0.235,,,,,0.5925,1.04,1.055,,1.29,1.3925,1.3425,0.345
1997,10,42,0.21,0.3075,0.2525,,,,,0.59,1.04,1.055,,1.29,1.3925,1.355,0.34625
1997,10,43,0.21,0.31375,0.26625,,,,,0.59,1.04,1.055,,1.37,1.3975,1.3625,0.34625
1997,10,44,0.21,0.31375,0.2725,,,,,0.59,1.04,1.055,,1.95,1.3975,1.36,0.34625
1997,11,44,0.21,0.31625,0.27625,,,,,0.595,1.04,1.055,,1.575,1.3975,1.3575,0.34625
1997,11,46,0.21,0.31625,0.2775,,,,,0.5975,1.04,1.0525,,1.575,1.4025,1.3575,0.35
1997,11,47,0.21,0.32,0.2825,0.34875,,,,0.6,1.04,1.07125,,1.6,1.41,1.3275,0.3525
1997,11,48,0.21,0.3225,0.28625,0.35125,,,,0.6025,1.04,1.05625,,1.6,1.425,1.305,0.3575
1997,12,49,0.21,0.32375,0.28875,0.35375,,,,0.6025,1.04,1.05625,,1.6,1.4325,1.3,0.3525
1997,12,50,0.21,0.32625,0.29,0.3225,,,,0.60625,1.04,1.05625,,1.52,1.435,1.2925,0.3525
1997,12,51,0.21,0.33,0.29,0.325,,,,0.6075,1.04,1.05625,,1.2,1.435,1.27,0.3525
1997,12,52,0.215,0.3325,0.29,0.32875,,,,0.6075,1.035,1.05625,,1.15,1.435,1.27,0.3525
1996,1,1,0.17,0.28,0.255,,,,,0.665,,,,,,,0.335
1996,1,2,0.17,0.275,0.255,,,,,0.6625,,,,,,,0.335
1996,1,3,0.17,0.2625,0.2525,,,,,0.6475,,,,,,,0.335
1996,1,4,0.17,0.2475,0.2525,,,,,0.6325,,,,,,,0.335
1996,1,5,0.17,0.235,0.2525,,,,,0.6175,,,,,,,0.335
1996,2,6,0.17,0.23,0.25,,,,,0.6075,,,,,,,0.33
1996,2,7,0.17,0.225,0.25,,,,,0.59,,,,,,,0.33
1996,2,8,0.17,0.2225,0.2475,,,,,0.58,,,,,,,0.325
1996,2,9,0.17,0.2225,0.2475,,,,,0.57,,,,,,,0.325
1996,3,10,0.17,0.2225,0.2475,,,,,0.56,,,,,,,0.325
1996,3,11,0.17,0.225,0.2475,,,,,0.56,,,,,,,0.325
1996,3,12,0.17,0.22625,0.245,,,,,0.5575,,,,,,,0.325
