Year,Month,Week year,Lactose,Whey central,Whey west,Whey east,NDPSR whey avg,CME whey avg,NDPSR NFDM,34p WPC,Nonfat west,Nonfat central east,Sweet cream buttermilk central,AA butter,Cheese 40 blocks,Cheese barrel,Delac
2005,9,39,0.205,0.29,0.3225,0.305,0.2863,,,0.8575,0.96625,1.0025,0.9975,1.7258,1.595,1.5105,
2005,10,40,0.205,0.29375,0.3225,0.305,0.2994,,,0.8525,0.97375,1.0025,0.9975,1.6625,1.595,1.456,
2005,10,41,0.2125,0.3,0.3225,0.295,0.2983,,,0.8525,0.98,1.005,0.9975,1.6392,1.4575,1.408,
2005,10,42,0.2125,0.3,0.32125,0.3125,0.304,,,0.8525,0.98875,1.02375,0.9975,1.6375,1.4295,1.3745,
2005,10,43,0.2175,0.3,0.3216,0.31625,0.3068,,,0.8525,0.9825,1.03125,0.9975,1.6358,1.4645,1.414,
2005,10,44,0.2175,0.3,0.32375,0.3175,0.3072,,,0.8525,0.985,1.0325,0.9975,1.5925,1.45,1.397,
2005,11,45,0.2175,0.3,0.32625,0.31875,0.3017,,,0.8475,1.00375,1.045,0.975,1.5017,1.37,1.3265,
2005,11,46,0.22,0.315,0.3275,0.31875,0.3069,,,0.8475,1.00125,1.0475,0.975,1.405,1.37,1.323,
2005,11,47,0.22,0.32,0.33,0.33,0.3095,,,0.8425,1.005,1.0475,0.975,1.4483,1.371,1.325,
2005,11,48,0.22,0.32,0.3325,0.335,,,,0.8375,1.0,1.0475,0.975,1.4013,1.3758,1.3467,
2005,12,49,0.22,0.32,0.3338,0.3375,0.3247,,,0.83,0.995,1.0475,0.95375,1.39,1.409,1.379,
2005,12,50,0.22,0.32,0.3375,0.3375,0.3214,,,0.825,0.985,1.0475,0.9325,1.37,1.429,1.3935,
2005,12,51,0.22,0.32,0.33875,0.33875,0.3232,,,0.815,0.9875,1.0425,0.9325,1.3658,1.431,1.396,
2005,12,52,0.22,0.3275,0.34375,0.3388,0.3256,,,0.815,0.99125,1.05125,0.89625,1.3333,1.4525,1.42,
2004,1,1,0.2125,0.18875,0.175,0.205,,,,0.5525,0.8075,0.8513,1.0188,1.295,1.3067,1.265,
2004,1,2,0.225,0.1875,0.175,0.2,0.1835,,,0.5525,0.8075,0.8425,1.0188,1.275,1.3017,1.235,
2004,1,3,0.225,0.1875,0.17125,0.19875,0.1852,,,0.545,0.805,0.842,0.9525,1.3925,1.303,1.251,
2004,1,4,0.225,0.1825,0.17,0.19875,0.1846,,,0.54,0.8025,0.835,0.98125,1.3967,1.305,1.255,
2004,1,5,0.225,0.17625,0.16625,0.19625,0.1804,,,0.5275,0.8025,0.8325,0.9813,1.4125,1.3013,1.255,
2004,2,6,0.225,0.17375,0.165,0.195,0.1726,,,0.5075,0.8025,0.8325,0.9813,1.52,1.3145,1.255,
2004,2,7,0.225,0.1725,0.165,0.1875,0.1709,,,0.4925,0.8025,0.8325,0.9813,1.5958,1.335,1.289,
2004,2,8,0.225,0.1675,0.1625,0.185,0.1685,,,0.48,0.8025,0.8325,0.9813,1.6608,1.3545,1.317,
2004,2,9,0.225,0.1675,0.16,0.1825,0.1695,,,0.47,0.8025,0.8325,0.9813,1.81,1.4275,1.3913,
2004,3,10,0.225,0.17,0.16,0.1825,0.1646,,,0.455,0.8025,0.8325,0.9813,1.8183,1.4725,1.4435,
2004,3,11,0.225,0.175,0.1625,0.1838,0.1647,,,0.4425,0.8025,0.8325,0.9813,2.0008,1.512,1.487,
2004,3,12,0.225,0.185,0.16625,0.19,0.1681,,,0.4475,0.805,0.8325,0.97,2.1217,1.6485,1.6365,
2004,3,13,0.225,0.21,0.1775,0.2125,0.173,,,0.4575,0.805,0.8325,0.99,2.2108,1.9525,1.9305,
2004,3,14,0.225,0.25,0.20375,0.25375,0.1886,,,0.4725,0.8075,0.835,1.005,2.2333,2.0235,1.9995,
2004,4,15,0.2375,0.27,0.2125,0.2775,0.2029,,,0.4925,0.815,0.845,1.005,2.073,2.076,2.0465,
2004,4,16,0.2375,0.285,0.22,0.3025,0.2388,,,0.5175,0.8175,0.845,1.0775,2.1363,2.1219,2.0938,
2004,4,17,0.2375,0.295,0.2275,0.31,0.2549,,,0.5425,0.82,0.85375,1.0775,2.3425,2.18,2.14,
2004,4,18,0.2375,0.305,0.24,0.315,0.2667,,,0.5675,0.82,0.8538,1.0775,2.3067,2.2,2.1605,
2004,5,19,0.2375,0.31,0.255,0.3225,0.282,,,0.5975,0.825,0.86375,1.17375,2.1317,2.189,2.1475,
2004,5,20,0.2375,0.31,0.2625,0.3275,0.2978,,,0.6275,0.85,0.87125,1.17375,2.1517,2.15,2.072,
2004,5,21,0.2375,0.31,0.265,0.3275,0.296,,,0.6375,0.855,0.89,1.1738,2.0875,2.06,1.911,
2004,5,22,0.2375,0.31,0.27,0.3275,0.299,,,0.6425,0.855,0.89,1.1738,2.06,1.96,1.786,
2004,5,23,0.2375,0.31,0.275,0.3275,0.3066,,,0.645,0.845,0.89,1.1738,1.845,1.8,1.77,
2004,6,24,0.2375,0.305,0.275,0.3275,0.3003,,,0.655,0.85,0.90375,1.1738,1.85,1.8,1.77,
2004,6,25,0.2375,0.3,0.2725,0.32125,0.296,,,0.655,0.85,0.9038,1.1738,1.935,1.8,1.77,
2004,6,26,0.2375,0.285,0.26375,0.315,0.2936,,,0.655,0.85,0.895,1.1738,2.0533,1.8,1.77,
2004,6,27,0.2375,0.28,0.255,0.3075,0.2925,,,0.655,0.85,0.895,1.1738,1.8925,1.652,1.627,
2004,7,28,0.2375,0.27,0.245,0.30125,0.2758,,,0.655,0.85,0.895,1.1738,1.8825,1.422,1.406,
2004,7,29,0.2325,0.26375,0.2375,0.29375,0.2695,,,0.655,0.84625,0.89,1.1525,1.8613,1.3625,1.3638,
2004,7,30,0.23,0.25625,0.2325,0.28625,0.2624,,,0.655,0.8463,0.885,1.1525,1.7408,1.436,1.403,
2004,7,31,0.225,0.245,0.2275,0.27375,0.2574,,,0.655,0.84125,0.885,1.1075,1.669,1.478,1.446,
2004,8,32,0.225,0.2325,0.22,0.26625,0.2518,,,0.64,0.84125,0.88,1.115,1.7008,1.51,1.476,
2004,8,33,0.225,0.2225,0.22,0.25625,0.2335,,,0.625,0.8413,0.88,1.115,1.5208,1.547,1.51,
2004,8,34,0.225,0.22,0.2175,0.24625,0.2311,,,0.625,0.8413,0.86,1.115,1.5175,1.544,1.51,
2004,8,35,0.2125,0.215,0.215,0.24125,0.2244,,,0.625,0.8413,0.86,1.1,1.5425,1.6055,1.568,
2004,8,36,0.2125,0.215,0.2125,0.23875,0.2196,,,0.6225,0.8413,0.86,1.065,1.5425,1.602,1.588,
2004,9,37,0.205,0.215,0.21125,0.2388,0.2154,,,0.6125,0.84,0.835,1.04,1.6933,1.572,1.548,
2004,9,38,0.205,0.215,0.215,0.2388,0.2155,,,0.6125,0.845,0.825,0.98,1.7475,1.5675,1.5319,
2004,9,39,0.2,0.215,0.21875,0.2388,0.2155,,,0.61,0.845,0.825,0.98,1.7792,1.5675,1.5145,
2004,9,40,0.2,0.215,0.2225,0.2388,0.2161,,,0.61,0.84,0.825,0.98,1.78,1.5675,1.5095,
2004,10,41,0.195,0.22,0.2225,0.2388,0.2174,,,0.61,0.84,0.83,0.955,1.7883,1.5755,1.4875,
2004,10,42,0.19,0.225,0.225,0.2425,0.2192,,,0.61,0.8375,0.83,0.955,1.6883,1.4815,1.4255,
2004,10,43,0.19,0.2275,0.2275,0.245,0.2201,,,0.61,0.8375,0.83,0.955,1.6842,1.4545,1.4005,
2004,10,44,0.185,0.23,0.23125,0.24625,0.228,,,0.61,0.8375,0.835,0.955,1.63,1.5475,1.515,
2004,11,45,0.185,0.2325,0.235,0.2475,0.2269,,,0.61,0.8375,0.855,0.955,1.5467,1.571,1.5395,
2004,11,46,0.185,0.235,0.2375,0.24875,0.2291,,,0.61,0.8375,0.86,0.955,1.5992,1.57,1.54,
2004,11,47,0.185,0.2425,0.24125,0.25125,0.2315,,,0.61,0.845,0.875,0.955,1.98,1.633,1.603,
2004,11,48,0.185,0.2425,0.245,0.255,0.2358,,,0.6175,0.845,0.875,0.9275,2.0725,1.7645,1.7025,
2004,11,49,0.185,0.2425,0.25625,0.255,,,,0.6175,0.845,0.875,0.9275,2.04,1.8083,1.76,
2004,12,50,0.185,0.2425,0.24875,0.25625,0.2397,,,0.6175,0.87,0.88,0.9275,2.0517,1.8845,1.7945,
2004,12,51,0.185,0.2425,0.2525,0.25625,0.2408,,,0.6225,0.875,0.875,0.9275,1.8667,1.723,1.6375,
2004,12,52,0.185,0.2425,0.255,0.2563,0.2442,,,0.6425,0.8775,0.875,0.9175,1.55,1.4365,1.395,
2004,12,53,0.185,0.2425,0.255,0.2563,0.243,,,0.6525,0.88,0.875,0.915,1.535,1.4838,1.4088,
2003,1,1,0.165,0.1725,0.2125,0.18375,0.1826,,,0.5125,0.86,0.92875,0.825,1.14,1.1492,1.1175,
2003,1,2,0.1675,0.1725,0.205,0.18625,0.1744,,,0.5125,0.8875,0.96125,0.7725,1.1325,1.1158,1.11,
2003,1,3,0.1675,0.1575,0.1825,0.18375,0.1759,,,0.5125,0.82,0.9325,0.74625,1.1025,1.123,1.106,
2003,1,4,0.1675,0.1575,0.1825,0.17625,0.1809,,,0.5125,0.81,0.85,0.6825,1.0742,1.1575,1.112,
2003,1,5,0.1675,0.1575,0.17125,0.1725,0.1705,,,0.5125,0.81,0.84,0.7175,1.07,1.1713,1.08,
2003,2,6,0.1675,0.1575,0.16625,0.16875,0.1652,,,0.5125,0.84875,0.83875,0.7175,1.0625,1.168,1.064,
2003,2,7,0.17,0.1575,0.16375,0.16875,0.1649,,,0.5125,0.8075,0.835,0.705,1.0458,1.1585,1.0515,
2003,2,8,0.17,0.1575,0.16,0.1688,0.1646,,,0.5125,0.8075,0.8225,0.705,1.0633,1.138,1.048,
2003,2,9,0.17,0.1575,0.15625,0.1688,0.1635,,,0.5125,0.8075,0.8225,0.7075,1.015,1.0563,1.0413,
2003,3,10,0.17,0.1575,0.15375,0.1688,0.1614,,,0.5125,0.805,0.8225,0.6938,1.0292,1.008,1.031,
2003,3,11,0.17,0.1575,0.1525,0.1688,0.1629,,,0.5125,0.80375,0.83125,0.7,1.0875,1.08,1.026,
2003,3,12,0.17,0.1575,0.1525,0.1688,0.1619,,,0.5125,0.8038,0.8313,0.7,1.0925,1.08,1.058,
2003,3,13,0.17,0.1575,0.1525,0.1688,0.1566,,,0.5075,0.8038,0.83,0.7,1.0958,1.081,1.053,
2003,3,14,0.17,0.1575,0.1525,0.1688,0.1601,,,0.50375,0.8038,0.83,0.685,1.0908,1.084,1.05,
2003,4,15,0.1725,0.1575,0.1525,0.1688,0.1575,,,0.5,0.8025,0.825,0.685,1.0892,1.114,1.07,
2003,4,16,0.1775,0.1575,0.1475,0.1688,0.1579,,,0.495,0.8025,0.825,0.69,1.0917,1.12,1.09,
2003,4,17,0.1775,0.155,0.14,0.165,0.16,,,0.49,0.8025,0.825,0.69,1.0963,1.12,1.09,
2003,4,18,0.1775,0.15,0.1375,0.16375,0.1581,,,0.4775,0.8025,0.825,0.69,1.0925,1.121,1.092,
2003,5,19,0.1775,0.15,0.1375,0.15875,0.1574,,,0.4775,0.80125,0.8225,0.69,1.0842,1.1445,1.117,
2003,5,20,0.1775,0.14375,0.13625,0.1588,0.1477,,,0.46375,0.8013,0.8225,0.69,1.0892,1.1575,1.14,
2003,5,21,0.1775,0.1425,0.135,0.1575,0.1463,,,0.4575,0.8013,0.8225,0.69,1.0875,1.137,1.1185,
2003,5,22,0.18,0.14,0.135,0.1575,0.1434,,,0.4475,0.8013,0.8225,0.685,1.0942,1.1335,1.095,
2003,6,23,0.18,0.1375,0.135,0.1575,0.1423,,,0.42875,0.8013,0.8225,0.68,1.1013,1.1325,1.1025,
2003,6,24,0.18,0.135,0.135,0.15625,0.1416,,,0.415,0.8013,0.82,0.68,1.0983,1.1435,1.1135,
2003,6,25,0.18,0.1375,0.1375,0.1525,0.138,,,0.405,0.8013,0.82,0.68,1.0983,1.1435,1.1135,
2003,6,26,0.18,0.1425,0.13875,0.15375,0.1363,,,0.3975,0.8013,0.82,0.68,1.12,1.1895,1.161,
2003,6,27,0.18,0.145,0.14,0.15625,0.1395,,,0.395,0.8013,0.82,0.695,1.1258,1.2415,1.216,
2003,7,28,0.19,0.1475,0.1425,0.15875,0.1423,,,0.395,0.8013,0.82,,1.1338,1.4206,1.3894,
2003,7,29,0.19,0.15,0.14625,0.1588,0.1442,,,0.4025,0.80125,0.82,0.735,1.1667,1.512,1.476,
2003,7,30,0.19,0.1525,0.15,0.1625,0.1463,,,0.4125,0.8013,0.825,0.775,1.2142,1.5005,1.434,
2003,7,31,0.19,0.1575,0.155,0.1625,0.1457,,,0.42,0.8013,0.8375,0.8,1.2217,1.506,1.468,
2003,8,32,0.1925,0.16,0.1625,0.16875,0.1507,,,0.43,0.8025,0.8425,0.825,1.22,1.5825,1.54,
2003,8,33,0.1925,0.1625,0.16625,0.1725,0.1542,,,0.435,0.81,0.8425,0.85,1.2117,1.6,1.58,
2003,8,34,0.195,0.1675,0.17,0.1725,0.1586,,,0.4425,0.8075,0.8425,0.8625,1.17,1.6,1.578,
2003,8,35,0.195,0.17,0.175,0.17375,0.1609,,,0.4525,0.8075,0.8425,0.8775,1.1467,1.6,1.5675,
2003,9,36,0.1975,0.1725,0.1775,0.1825,0.1653,,,0.46,0.8075,0.8425,0.8775,1.1367,1.6,1.5675,
2003,9,37,0.19875,0.175,0.17875,0.185,0.1673,,,0.465,0.8075,0.85125,0.875,1.1363,1.6,1.5675,
2003,9,38,0.2,0.18,0.1825,0.1875,0.1705,,,0.475,0.8075,0.8513,0.875,1.165,1.6,1.5575,
2003,9,39,0.2,0.185,0.1825,0.1925,0.1727,,,0.4825,0.8075,0.85125,0.875,1.19,1.6,1.5675,
2003,9,40,0.2,0.19,0.1875,0.2,0.1782,,,0.495,0.8075,0.8513,0.875,1.1825,1.6,1.565,
2003,10,41,0.2125,0.1925,0.18875,0.2025,0.1798,,,0.5075,0.8075,0.8513,0.875,1.1792,1.6,1.557,
2003,10,42,0.2125,0.1925,0.19125,0.205,0.1864,,,0.5175,0.8075,0.8513,0.875,1.1833,1.6,1.543,
2003,10,43,0.2125,0.195,0.19375,0.20625,0.1891,,,0.5225,0.8075,0.8513,0.875,1.1825,1.6,1.559,
2003,10,44,0.2125,0.1927,0.195,0.20875,0.1891,,,0.5225,0.8075,0.8513,0.875,1.1867,1.6,1.55,
2003,11,45,0.2125,0.1975,0.195,0.21125,0.1928,,,0.5325,0.8075,0.85125,0.875,1.1908,1.543,1.4835,
2003,11,46,0.2125,0.1975,0.195,0.2113,0.1948,,,0.5425,0.8075,0.8513,0.935,1.1908,1.445,1.392,
2003,11,47,0.2125,0.2,0.195,0.2113,0.1956,,,0.5475,0.8075,0.8513,0.9775,1.2142,1.3945,1.324,
2003,11,48,0.2125,0.2,0.195,0.21375,0.1937,,,0.5575,0.8075,0.85125,0.9775,1.2008,1.36,1.2395,
2003,12,49,0.2125,0.2025,0.19375,0.2138,,,,0.5625,0.8075,0.8513,0.9775,1.2225,1.36,1.1767,
2003,12,50,0.2125,0.2025,0.19,0.21625,0.1947,,,0.5725,0.8075,0.8513,1.01875,1.2458,1.36,1.257,
2003,12,51,0.2125,0.1975,0.185,0.2163,0.1978,,,0.5575,0.8075,0.8513,1.0188,1.27,1.356,1.27,
2003,12,52,0.2125,0.1925,0.18,0.2075,0.195,,,0.5525,0.8075,0.8513,1.0188,1.3908,1.34,1.274,
2002,1,1,0.2175,0.2975,0.2575,0.2975,0.292,,,0.685,0.91875,0.9575,1.34,1.2717,1.26,,0.4225
2002,1,2,0.2225,0.2975,0.25125,0.2975,0.282,,,0.6775,0.9125,0.96,,1.35,1.2467,1.255,0.4225
2002,1,3,0.2225,0.2875,0.245,0.29125,0.279,,,0.67125,0.9125,0.95,,1.3617,1.318,1.295,0.4225
2002,1,4,0.2225,0.2725,0.235,0.28625,0.282,,,0.6675,0.9125,0.95,,1.3667,1.3645,1.3235,0.4225
2002,1,5,0.2225,0.25,0.23,0.27125,0.276,,,0.65875,0.9125,0.95,,1.3175,1.3888,1.35,0.4225
2002,2,6,0.2225,0.2425,0.23,0.25125,0.2625,,,0.6575,0.91125,0.95,,1.236,1.267,1.3083,0.4225
2002,2,7,0.2225,0.23,0.2275,0.24375,0.2498,,,0.6575,0.91125,0.945,,1.2167,1.2235,1.19,0.4225
2002,2,8,0.2225,0.215,0.225,0.2275,0.2369,,,0.6575,0.91125,0.945,,1.2508,1.214,1.1875,0.4
2002,2,9,0.2225,0.205,0.22,0.21,0.2305,,,0.64625,0.91125,0.945,,1.2413,1.2031,1.1819,0.4
2002,3,10,0.2225,0.2025,0.2125,0.205,0.2194,,,0.63875,0.9075,0.93,,1.2517,1.18,1.15,0.4
2002,3,11,0.2225,0.2025,0.21375,0.20375,0.2117,,,0.61875,0.9075,0.93,,1.2625,1.201,1.168,0.4
2002,3,12,0.2225,0.2125,0.21375,0.20375,0.2064,,,0.61875,0.9075,0.93,,1.2458,1.21,1.18,0.4
2002,3,13,0.2225,0.2125,0.21125,0.19625,0.2079,,,0.615,0.9025,0.925,,1.2375,1.216,1.182,0.4
2002,4,14,0.2225,0.195,0.2075,0.1975,0.2027,,,0.6075,0.905,0.9125,,1.23,1.2338,1.2044,0.3975
2002,4,15,0.2125,0.19125,0.20375,0.19625,0.2011,,,0.59875,0.9025,0.91,,1.225,1.239,1.207,0.3975
2002,4,16,0.205,0.1875,0.2025,0.19375,0.1991,,,0.5887,0.9025,0.875,,1.1617,1.245,1.213,0.3975
2002,4,17,0.2,0.1825,0.19125,0.19,0.1962,,,0.57,0.9025,0.875,0.835,1.1567,1.2525,1.2275,0.3975
2002,4,18,0.195,0.18,0.185,0.185,0.1957,,,0.5525,0.9025,0.875,0.85,1.155,1.2465,1.2255,0.3975
2002,5,19,0.195,0.18,0.185,0.1825,0.187,,,0.5525,0.8975,0.875,0.85,1.155,1.2465,1.2255,0.3975
2002,5,20,0.185,0.1725,0.1725,0.1825,0.181,,,0.5325,0.8975,0.89,0.85,1.0383,1.2085,1.1795,0.3975
2002,5,21,0.18,0.165,0.1675,0.1712,0.184,,,0.5175,0.8975,0.895,0.85,1.0992,1.191,1.1535,0.3975
2002,5,22,0.18,0.1625,0.1675,0.1675,0.1714,,,0.5025,0.895,0.895,0.85,1.04,1.2,1.168,0.37375
2002,6,23,0.18,0.1625,0.165,0.165,0.1664,,,0.4975,0.895,0.895,0.85,1.0675,1.1794,1.1413,0.3575
2002,6,24,0.175,0.16,0.1625,0.165,0.1697,,,0.485,0.895,0.895,0.85,1.0958,1.1645,1.13,0.3575
2002,6,25,0.175,0.16,0.1575,0.16625,0.1665,,,0.47875,0.895,0.89875,0.85,1.0133,1.141,1.1245,0.3575
2002,6,26,0.175,0.155,0.15,0.1663,0.165,,,0.46375,0.89625,0.9,0.85,1.0142,1.126,1.0925,0.3575
2002,7,27,0.175,0.155,0.145,0.16,0.1605,,,0.4475,0.89875,0.9,0.85,1.0475,1.088,1.0735,0.3575
2002,7,28,0.16,0.155,0.1475,0.16,,,,0.44125,0.8988,0.91,0.825,1.045,1.0717,1.0517,0.3575
2002,7,29,0.16,0.155,0.145,0.16,0.1567,,,0.43875,0.8988,0.91,0.75,0.995,1.09,1.069,0.3575
2002,7,29,0.16,0.155,0.14375,0.16,0.1539,,,0.4388,0.8988,0.91,0.75,1.0133,1.0865,1.0745,0.3575
2002,7,31,0.1575,0.155,0.145,0.16,0.1535,,,0.4325,0.8988,0.91,0.83,1.0492,1.058,1.041,0.3575
2002,8,32,0.1575,0.155,0.145,0.16,0.1543,,,0.4275,0.9025,0.93,0.83,1.642,1.162,1.1175,0.3575
2002,8,33,0.1575,0.16,0.1475,0.16125,0.1541,,,0.4225,0.9025,0.93,0.82,0.9892,1.1675,1.1305,0.3575
2002,8,34,0.1575,0.1625,0.14625,0.1625,0.1548,,,0.4225,0.9025,0.93,0.82,0.9683,1.15,1.1265,0.3575
2002,8,35,0.1575,0.1675,0.14875,0.1675,0.1579,,,0.4275,0.9025,0.93,0.77,0.9592,1.153,1.125,0.3575
2002,9,36,0.1575,0.1725,0.1525,0.17625,0.1611,,,0.4275,0.9025,0.9375,0.77,0.955,1.1565,1.1215,0.3425
2002,9,37,0.1575,0.1825,0.15375,0.18,0.1649,,,0.435,0.905,0.945,0.76,0.9388,1.1419,1.0988,0.33875
2002,9,38,0.1575,0.195,0.15875,0.19,0.169,,,0.44,0.905,0.945,0.76,0.9333,1.1235,1.0765,0.325
2002,9,39,0.1575,0.21,0.16625,0.20125,0.1715,,,0.45,0.905,0.95,0.805,0.9867,1.2305,1.126,0.3225
2002,9,40,0.16,0.22375,0.17375,0.215,0.1779,,,0.455,0.905,0.9525,0.805,0.9817,1.289,1.127,0.32375
2002,10,41,0.16,0.23,0.1825,0.23125,0.1915,,,0.4575,0.90625,0.955,0.825,0.9883,1.3,1.154,0.3238
2002,10,42,0.16,0.2375,0.18625,0.2375,0.2025,,,0.46,0.9063,0.955,0.8375,1.02,1.295,1.134,0.3238
2002,10,43,0.165,0.24375,0.1925,0.2425,0.2139,,,0.46,0.9063,0.955,0.8375,1.0575,1.22,1.111,0.3238
2002,10,44,0.165,0.2475,0.195,0.25,0.2132,,,0.475,0.9063,0.955,0.8375,1.0383,1.08,1.0485,0.3238
2002,11,45,0.165,0.2425,0.2025,0.25,0.2199,,,0.485,0.9063,0.955,0.8375,1.0325,1.076,1.039,0.325
2002,11,46,0.165,0.2425,0.205,0.24625,0.2158,,,0.495,0.91,0.96,0.8375,1.0033,1.075,1.046,0.325
2002,11,47,0.165,0.2375,0.2125,0.2463,0.2249,,,0.5025,0.91,0.96,0.8375,1.0049,1.0725,1.0685,0.33
2002,11,48,0.165,0.22375,0.215,0.24375,0.2219,,,0.50625,0.91,0.96,0.8375,1.0842,1.103,1.0865,0.33
2002,12,49,0.165,0.2075,0.22,0.21875,,,,0.51,0.91,0.96,0.825,1.1075,1.1233,1.0967,0.33
2002,12,50,0.165,0.1925,0.22,0.20875,0.212,,,0.5125,0.87,0.96125,0.825,1.11,1.14,1.1075,0.33625
2002,12,51,0.165,0.1838,0.22,0.2088,0.2096,,,0.5125,0.86,0.9613,0.825,1.1108,1.1135,1.1,0.3363
2002,12,52,0.165,0.1775,0.21625,0.1925,0.1989,,,0.5125,0.86,0.92875,0.825,1.1167,1.133,1.101,0.3363
2001,1,1,0.165,0.2625,0.2088,0.2575,24.3,,,0.7475,1.0075,1.0325,,1.13,1.145,1.1188,0.3875
2001,1,2,0.1675,0.265,0.2125,0.2675,24.8,,,0.7575,1.01,1.0325,,1.1338,1.09,1.085,0.4
2001,1,3,0.1675,0.27,0.2225,0.2688,25.2,,,0.765,1.01,1.0325,,1.2367,1.0705,1.065,0.4025
2001,1,4,0.1675,0.27,0.2275,0.275,25.5,,,0.7675,1.01,1.0325,,1.2413,1.0869,1.08,0.4125
2001,1,5,0.1675,0.27,0.2338,0.275,25.1,,,0.77,1.01,1.0575,,1.2958,1.111,1.092,0.4125
2001,2,6,0.1675,0.27,0.2363,0.275,26.4,,,0.78,1.01,1.0475,,1.3308,1.101,1.13,0.4225
2001,2,7,0.1675,0.2625,0.235,0.2763,25.4,,,0.785,1.01,1.0475,,1.3142,1.148,1.188,0.4225
2001,2,8,0.1675,0.255,0.2325,0.27,24.4,,,0.7875,1.01,1.0475,,1.3533,1.219,1.222,0.4225
2001,2,9,0.1675,0.25,0.2325,0.2638,24.0,,,0.79,1.01,1.0475,,1.4663,1.29,1.26,0.4225
2001,3,10,0.1675,0.2475,0.23375,0.26,24.6,,,0.79,1.01,1.025,,1.505,1.28,1.2685,0.4225
2001,3,11,0.1675,0.2425,0.23625,0.25375,23.6,,,0.79,1.01,1.025,,1.5008,1.318,1.285,0.4225
2001,3,12,0.1675,0.2425,0.24,0.24875,23.9,,,0.79,1.01,1.025,,1.5183,1.312,1.271,0.4225
2001,3,13,0.1675,0.2425,0.24,0.24875,23.9,,,0.79,1.01,1.025,,1.6133,1.328,1.2725,0.4225
2001,4,14,0.1775,0.2425,0.245,0.24625,24.2,,,0.79,1.01,1.025,,1.6692,1.343,1.294,0.4225
2001,4,15,0.1775,0.2475,0.2475,0.24625,,,,0.795,1.01,1.03,,1.6833,1.3605,1.32,0.4225
2001,4,16,0.1775,0.2475,0.25125,0.24625,,,,0.795,1.01,1.03,,1.7063,1.3725,1.3319,0.4225
2001,4,17,0.17875,0.2525,0.2525,0.255,24.8,,,0.795,1.01,1.035,,1.87,1.413,1.389,0.4225
2001,4,18,0.17875,0.2525,0.2525,0.25875,25.4,,,0.795,1.01,1.035,,1.9633,1.4905,1.4735,0.4225
2001,5,19,0.18125,0.2575,0.255,0.26125,25.5,,,0.795,1.0125,1.0375,,1.8283,1.5655,1.5465,0.4225
2001,5,20,0.18125,0.26,0.25875,0.265,26.1,,,0.795,1.0125,1.0375,,1.8542,1.5945,1.5565,0.4225
2001,5,21,0.1825,0.2675,0.26125,0.2675,26.6,,,0.795,1.01125,1.0375,,1.89,1.6075,1.563,0.4225
2001,5,22,0.1875,0.27375,0.26375,0.2725,26.7,,,0.795,1.01125,1.0375,,1.91,1.6125,1.5705,0.4225
2001,6,23,0.195,0.28,0.265,0.27875,,,,0.795,1.015,1.0375,,1.9075,1.6363,1.6063,0.4225
2001,6,24,0.1975,0.2875,0.2675,0.28625,,,,0.795,1.014,1.03875,,1.9508,1.649,1.615,0.4225
2001,6,25,0.1975,0.295,0.2675,0.29125,28.8,,,0.795,1.0125,1.0388,,1.9758,1.659,1.619,0.4225
2001,6,26,0.1975,0.295,0.2675,0.2975,,,,0.795,1.0225,1.0388,,2.0025,1.667,1.6275,0.4225
2001,7,27,0.1975,0.295,0.26875,0.2975,,,,0.795,0.98875,1.0388,,2.0067,1.6675,1.593,0.4225
2001,7,28,0.2075,0.295,0.26875,0.2975,,,,0.795,0.9875,1.0125,,1.965,1.67,1.6275,0.4225
2001,7,29,0.2075,0.295,0.27,0.2975,,,,0.795,0.955,1.0025,,1.82,1.67,1.631,0.4225
2001,7,30,0.2075,0.295,0.27,0.2975,,,,0.785,0.95,0.9925,,1.8442,1.6695,1.6325,0.4225
2001,7,31,0.2075,0.295,0.27,0.2975,,,,0.785,0.94,0.9925,,1.9517,1.67,1.6325,0.4225
2001,8,32,0.2075,0.295,0.2738,0.2975,,,,0.785,0.94,0.9675,,1.9742,1.67,1.631,0.4225
2001,8,33,0.2075,0.2938,0.2725,0.2975,,,,0.78,0.945,0.9675,,2.0067,1.68,1.6185,0.4225
2001,8,34,0.2075,0.2938,0.2725,0.2975,,,,0.78,0.945,0.9675,,2.0633,1.72,1.6395,0.4225
2001,8,35,0.2075,0.29375,0.2725,0.2975,0.291,,,0.78,0.94,0.9675,,2.1542,1.732,1.635,0.4225
2001,9,36,0.2075,0.2938,0.2725,0.2975,,,,0.78,0.94,0.9675,,2.2083,1.744,1.68,0.4225
2001,9,37,0.2075,0.2938,0.2725,0.2975,0.289,,,0.78,0.94,0.9675,,2.21,1.72,1.68,0.4225
2001,9,38,0.2075,0.2938,0.2725,0.2975,0.287,,,0.78,0.94,0.9925,,2.1838,1.72,1.68,0.4225
2001,9,39,0.2075,0.29375,0.2725,0.2975,,,,0.78,0.94,0.99375,,2.1242,1.723,1.682,0.4225
2001,10,40,0.2075,0.2938,0.2725,0.2975,0.288,,,0.78,0.945,0.9938,,1.8008,1.708,1.6465,0.4225
2001,10,41,0.2175,0.2938,0.27375,0.2975,0.285,,,0.78,0.945,0.9938,,1.6467,1.612,1.5855,0.4225
